"rho","n","EstimandScenario","j","Method","estimate","se","pvalue","converged","true_B"
"0.6",80,"Large",7,"CITS",-0.686460371050877,0.110888109742794,5.99478424166771e-10,TRUE,-0.5108
"0.6",80,"Large",7,"CITS_0.4_constant",-0.617376232626198,0.0984460124023957,3.58238665266616e-10,TRUE,-0.5108
"0.6",80,"Large",7,"CITS_spill_3pct",-0.578154123909414,0.12219360188446,2.22910887099581e-06,TRUE,-0.5108
"0.6",80,"Large",8,"Trd",-0.18451574718565,0.21044742128314,0.380607029309507,TRUE,-0.5108
"0.6",80,"Large",8,"CITS",-0.45179170030271,0.0656156552560985,5.7615095306687e-12,TRUE,-0.5108
"0.6",80,"Large",8,"CITS_0.4_constant",-0.454941135531748,0.0700922668788812,8.54930240621311e-11,TRUE,-0.5108
"0.6",80,"Large",8,"CITS_spill_3pct",-0.329313499966784,0.0643827417977028,3.13850032085654e-07,TRUE,-0.5108
"0.6",80,"Large",9,"Trd",-0.871620009100813,0.18949235705131,4.22971060881138e-06,TRUE,-0.5108
"0.6",80,"Large",9,"CITS",-0.481770979292236,0.0791736674993588,1.16498542013608e-09,TRUE,-0.5108
"0.6",80,"Large",9,"CITS_0.4_constant",-0.512494456411366,0.0776705672628376,4.15871870875976e-11,TRUE,-0.5108
"0.6",80,"Large",9,"CITS_spill_3pct",-0.338267083478677,0.0795345522342183,2.10847008811818e-05,TRUE,-0.5108
"0.6",80,"Large",10,"Trd",-0.690287865531496,0.23268388019801,0.00301079318295736,TRUE,-0.5108
"0.6",80,"Large",10,"CITS",-0.375173728842999,0.0615484074844155,1.09035967362617e-09,TRUE,-0.5108
"0.6",80,"Large",10,"CITS_0.4_constant",-0.421930198598083,0.0529080906489291,1.52656803400538e-15,TRUE,-0.5108
"0.6",80,"Large",10,"CITS_spill_3pct",-0.260000486216797,0.0630599038645069,3.73853748529837e-05,TRUE,-0.5108
"0.6",80,"Large",11,"Trd",-0.484256137044825,0.263101145170773,0.0656845627095863,TRUE,-0.5108
"0.6",80,"Large",11,"CITS",-0.58941101551339,0.0668482773068036,1.17414182510749e-18,TRUE,-0.5108
"0.6",80,"Large",11,"CITS_0.4_constant",-0.51802859631379,0.0600686757472078,6.46895787159775e-18,TRUE,-0.5108
"0.6",80,"Large",11,"CITS_spill_3pct",-0.463856393770971,0.0743507247687677,4.41050561203164e-10,TRUE,-0.5108
"0.6",80,"Large",12,"Trd",-0.377802281947119,0.251388608297732,0.132874741299166,TRUE,-0.5108
"0.6",80,"Large",12,"CITS",-0.586865004623466,0.0687081683872299,1.32587699918017e-17,TRUE,-0.5108
"0.6",80,"Large",12,"CITS_0.4_constant",-0.573657568740879,0.0754274657443332,2.83979770076614e-14,TRUE,-0.5108
"0.6",80,"Large",12,"CITS_spill_3pct",-0.47240572953182,0.0674390410309151,2.47110192065968e-12,TRUE,-0.5108
"0.6",80,"Large",13,"Trd",-0.283965190028624,0.176762967085716,0.108169704727716,TRUE,-0.5108
"0.6",80,"Large",13,"CITS",-0.658428604538201,0.0530364916562467,2.17681455218042e-35,TRUE,-0.5108
"0.6",80,"Large",13,"CITS_0.4_constant",-0.628511784639707,0.056932102130626,2.45926800701905e-28,TRUE,-0.5108
"0.6",80,"Large",13,"CITS_spill_3pct",-0.526522317266644,0.0559811008851515,5.18531849625752e-21,TRUE,-0.5108
"0.6",80,"Large",14,"Trd",-0.773932104549537,0.310560434421417,0.0127008186701423,TRUE,-0.5108
"0.6",80,"Large",14,"CITS",-0.330857110505572,0.0589151135527454,1.95623832813151e-08,TRUE,-0.5108
"0.6",80,"Large",14,"CITS_0.4_constant",-0.405708137909791,0.0728741630138666,2.58802104681191e-08,TRUE,-0.5108
"0.6",80,"Large",14,"CITS_spill_3pct",-0.186888435976136,0.0578153964085438,0.00122710894632716,TRUE,-0.5108
"0.6",80,"Large",15,"Trd",-0.130617232260584,0.245297508465085,0.594390160645597,TRUE,-0.5108
"0.6",80,"Large",15,"CITS",-0.33406314801399,0.0610470835314295,4.44429471975153e-08,TRUE,-0.5108
"0.6",80,"Large",15,"CITS_0.4_constant",-0.346208641085656,0.0596750808917938,6.5700261238904e-09,TRUE,-0.5108
"0.6",80,"Large",15,"CITS_spill_3pct",-0.239511731444149,0.0662236144780571,0.000298369129787602,TRUE,-0.5108
"0.6",80,"Large",16,"Trd",-0.560997191704324,0.16303411789064,0.000579610680909244,TRUE,-0.5108
"0.6",80,"Large",16,"CITS",-0.603713657537957,0.0655082528958968,3.08846967192385e-20,TRUE,-0.5108
"0.6",80,"Large",16,"CITS_0.4_constant",-0.514996603801642,0.0586637594974167,1.65248279381612e-18,TRUE,-0.5108
"0.6",80,"Large",16,"CITS_spill_3pct",-0.500030268912246,0.0622166604191915,9.21254194683328e-16,TRUE,-0.5108
"0.6",80,"Large",17,"Trd",-0.425669604743344,0.347134591909372,0.220109150078113,TRUE,-0.5108
"0.6",80,"Large",17,"CITS",-0.494717669949197,0.0548935836478828,2.01771900574233e-19,TRUE,-0.5108
"0.6",80,"Large",17,"CITS_0.4_constant",-0.448145629474545,0.0735207571599191,1.09097265055951e-09,TRUE,-0.5108
"0.6",80,"Large",17,"CITS_spill_3pct",-0.391966581304744,0.0590919891824729,3.28576720977215e-11,TRUE,-0.5108
"0.6",80,"Large",18,"Trd",-0.527773795798227,0.223807850101605,0.0183659794378839,TRUE,-0.5108
"0.6",80,"Large",18,"CITS",-0.39519815059397,0.0619118199489608,1.73377198436681e-10,TRUE,-0.5108
"0.6",80,"Large",18,"CITS_0.4_constant",-0.375460987378548,0.045870992521721,2.71963065260694e-16,TRUE,-0.5108
"0.6",80,"Large",18,"CITS_spill_3pct",-0.283800011894429,0.0633295096456688,7.41816110814437e-06,TRUE,-0.5108
"0.6",80,"Large",19,"Trd",-0.518036912962604,0.300592891024806,0.0848191460106547,TRUE,-0.5108
"0.6",80,"Large",19,"CITS",-0.427981074681697,0.0622151619046966,6.02539279990098e-12,TRUE,-0.5108
"0.6",80,"Large",19,"CITS_0.4_constant",-0.422591753461949,0.0779069584533238,5.81777514660482e-08,TRUE,-0.5108
"0.6",80,"Large",19,"CITS_spill_3pct",-0.318992559580004,0.0631897352683375,4.4606090272986e-07,TRUE,-0.5108
"0.6",80,"Large",20,"Trd",-0.390445274210198,0.223444941671771,0.0805698524295225,TRUE,-0.5108
"0.6",80,"Large",20,"CITS",-0.616754514169034,0.074665364000969,1.45368639928429e-16,TRUE,-0.5108
"0.6",80,"Large",20,"CITS_0.4_constant",-0.651737686841371,0.0604388923946703,4.12287194886022e-27,TRUE,-0.5108
"0.6",80,"Large",20,"CITS_spill_3pct",-0.511307672372024,0.0673888565970722,3.26333707989325e-14,TRUE,-0.5108
"0.6",100,"Small",1,"Trd",-0.567187795535539,0.170559332569318,0.000882735869196431,TRUE,-0.0408
"0.6",100,"Small",1,"CITS",0.00422409569284515,0.0590387104888831,0.942961704348288,TRUE,-0.0408
"0.6",100,"Small",1,"CITS_0.4_constant",-0.00715416076460383,0.0616352482759844,0.907595039457695,TRUE,-0.0408
"0.6",100,"Small",1,"CITS_spill_3pct",0.0804491264483921,0.0622032927434382,0.195898383820833,TRUE,-0.0408
"0.6",100,"Small",2,"Trd",-0.0567156412401041,0.136369488119433,0.677485480891019,TRUE,-0.0408
"0.6",100,"Small",2,"CITS",-0.0785395665413468,0.0731451304559875,0.282934851011677,TRUE,-0.0408
"0.6",100,"Small",2,"CITS_0.4_constant",-0.128823916374349,0.0589890850399876,0.0289725207194352,TRUE,-0.0408
"0.6",100,"Small",2,"CITS_spill_3pct",0.00551984986880704,0.0727023673036613,0.939479613791555,TRUE,-0.0408
"0.6",100,"Small",3,"Trd",-0.0561984701030666,0.2471835515455,0.820147539791131,TRUE,-0.0408
"0.6",100,"Small",3,"CITS",-0.0251733592798323,0.0986956484367517,0.79867638867036,TRUE,-0.0408
"0.6",100,"Small",3,"CITS_0.4_constant",0.0709636480112269,0.0749978926457149,0.344042220940849,TRUE,-0.0408
"0.6",100,"Small",3,"CITS_spill_3pct",0.103655198686952,0.0925754268075242,0.262848563049976,TRUE,-0.0408
"0.6",100,"Small",4,"Trd",-0.00481719372944117,0.323301563630739,0.988111958858556,TRUE,-0.0408
"0.6",100,"Small",4,"CITS",0.0107763170517889,0.0636577783781734,0.8655723499294,TRUE,-0.0408
"0.6",100,"Small",4,"CITS_0.4_constant",0.0640094508576581,0.0706238095329569,0.364753916990307,TRUE,-0.0408
"0.6",100,"Small",4,"CITS_spill_3pct",0.106729243394086,0.0677551689367009,0.115205855558056,TRUE,-0.0408
"0.6",100,"Small",5,"Trd",-0.280761554187046,0.179562525468274,0.117914689666147,TRUE,-0.0408
"0.6",100,"Small",5,"CITS",0.0156428181788707,0.0640774322197356,0.807135037873113,TRUE,-0.0408
"0.6",100,"Small",5,"CITS_0.4_constant",-0.0441077781587732,0.0579933543257561,0.446916286357353,TRUE,-0.0408
"0.6",100,"Small",5,"CITS_spill_3pct",0.133142627894207,0.058762346840256,0.023464775545043,TRUE,-0.0408
"0.6",100,"Small",6,"Trd",-0.425287899859989,0.213098751058793,0.0459631514316234,TRUE,-0.0408
"0.6",100,"Small",6,"CITS",0.00960059358367157,0.0679747660239136,0.887682234328239,TRUE,-0.0408
"0.6",100,"Small",6,"CITS_0.4_constant",-0.0421345046148094,0.0741002409547983,0.569617478717836,TRUE,-0.0408
"0.6",100,"Small",6,"CITS_spill_3pct",0.0935161231512813,0.075139756095173,0.213292609733054,TRUE,-0.0408
"0.6",100,"Small",7,"Trd",0.221468317714309,0.218971388415055,0.311823589059999,TRUE,-0.0408
"0.6",100,"Small",7,"CITS",-0.011416653231163,0.0669012231451832,0.864499456225302,TRUE,-0.0408
"0.6",100,"Small",7,"CITS_0.4_constant",-0.0219847874770501,0.0721845567199073,0.760698556984009,TRUE,-0.0408
"0.6",100,"Small",7,"CITS_spill_3pct",0.0825661127734518,0.0704219633919274,0.241017108776504,TRUE,-0.0408
"0.6",100,"Small",8,"Trd",-0.201943958138256,0.259776203884311,0.436936577644353,TRUE,-0.0408
"0.6",100,"Small",8,"CITS",-0.120833515434321,0.0728461998774952,0.0971665077072509,TRUE,-0.0408
"0.6",100,"Small",8,"CITS_0.4_constant",-0.150420743836902,0.0763189129674822,0.0487296216909882,TRUE,-0.0408
"0.6",100,"Small",8,"CITS_spill_3pct",-0.046989256973901,0.0653985218869736,0.472445098933031,TRUE,-0.0408
"0.6",100,"Small",9,"Trd",0.277707484585362,0.261250759849305,0.287785550008317,TRUE,-0.0408
"0.6",100,"Small",9,"CITS",0.0399703453535898,0.0556004367171435,0.472211497821178,TRUE,-0.0408
"0.6",100,"Small",9,"CITS_0.4_constant",0.0818628679837155,0.0681123319411749,0.229409919205811,TRUE,-0.0408
"0.6",100,"Small",9,"CITS_spill_3pct",0.167433919648703,0.0534378312365599,0.00172883942296445,TRUE,-0.0408
"0.6",100,"Small",10,"Trd",0.19576502582298,0.228326699146684,0.391229390684309,TRUE,-0.0408
"0.6",100,"Small",10,"CITS",0.067910281592479,0.0571815983420327,0.23498128134955,TRUE,-0.0408
"0.6",100,"Small",10,"CITS_0.4_constant",0.0641539029155838,0.0605227991785362,0.289146585380184,TRUE,-0.0408
"0.6",100,"Small",10,"CITS_spill_3pct",0.142380322443929,0.0556381811112477,0.0104961709834524,TRUE,-0.0408
"0.6",100,"Small",11,"Trd",0.294560891376728,0.186646271257524,0.114524904652981,TRUE,-0.0408
"0.6",100,"Small",11,"CITS",-0.0376495004127302,0.0740865433020545,0.611325214531781,TRUE,-0.0408
"0.6",100,"Small",11,"CITS_0.4_constant",-0.0371785088770671,0.0732042529223434,0.611541976529882,TRUE,-0.0408
"0.6",100,"Small",11,"CITS_spill_3pct",0.051683128800535,0.0750626570458222,0.491117092941242,TRUE,-0.0408
"0.6",100,"Small",12,"Trd",-0.496167366713028,0.205832194800106,0.0159287913221313,TRUE,-0.0408
"0.6",100,"Small",12,"CITS",0.0655613589793945,0.0536762010862688,0.221925815665081,TRUE,-0.0408
"0.6",100,"Small",12,"CITS_0.4_constant",0.0619418720079712,0.0594451020127993,0.29741108846093,TRUE,-0.0408
"0.6",100,"Small",12,"CITS_spill_3pct",0.182344839526399,0.0561046300296628,0.00115370352846805,TRUE,-0.0408
"0.6",100,"Small",13,"Trd",0.0502378437730608,0.184037573786916,0.784871651749299,TRUE,-0.0408
"0.6",100,"Small",13,"CITS",-0.121109344602285,0.0539564510341585,0.0247953773388983,TRUE,-0.0408
"0.6",100,"Small",13,"CITS_0.4_constant",-0.124278503193162,0.0688501298052303,0.071065548308558,TRUE,-0.0408
"0.6",100,"Small",13,"CITS_spill_3pct",-0.0457912258984079,0.0581929909388203,0.431348844830957,TRUE,-0.0408
"0.6",100,"Small",14,"Trd",0.466253542871714,0.230080469849515,0.0427155880238404,TRUE,-0.0408
"0.6",100,"Small",14,"CITS",-0.100962853137611,0.094775475282386,0.286747165006282,TRUE,-0.0408
"0.6",100,"Small",14,"CITS_0.4_constant",-0.0017579434585187,0.0835995494109457,0.983223204062868,TRUE,-0.0408
"0.6",100,"Small",14,"CITS_spill_3pct",0.0186244294997357,0.105420980874757,0.859769806269243,TRUE,-0.0408
"0.6",100,"Small",15,"Trd",0.22079778545588,0.225343411699649,0.327171025959853,TRUE,-0.0408
"0.6",100,"Small",15,"CITS",0.184800097597857,0.0524259677327282,0.000423526662958282,TRUE,-0.0408
"0.6",100,"Small",15,"CITS_0.4_constant",0.145054457999327,0.0530089091782355,0.00621123407332471,TRUE,-0.0408
"0.6",100,"Small",15,"CITS_spill_3pct",0.284311659908636,0.0558087462101416,3.4986122231828e-07,TRUE,-0.0408
"0.6",100,"Small",16,"Trd",-0.435719226658633,0.161619774562378,0.00701876858871329,TRUE,-0.0408
"0.6",100,"Small",16,"CITS",-0.0491135431100325,0.0689276528029223,0.476131947351458,TRUE,-0.0408
"0.6",100,"Small",16,"CITS_0.4_constant",-0.139559260925589,0.0636361647335179,0.0283015469241116,TRUE,-0.0408
"0.6",100,"Small",16,"CITS_spill_3pct",0.0643198752010196,0.0719933726045806,0.371635595782088,TRUE,-0.0408
"0.6",100,"Small",17,"Trd",0.341941197500785,0.175559785064784,0.0514485486791023,TRUE,-0.0408
"0.6",100,"Small",17,"CITS",-0.10815106348407,0.06356633340112,0.0888699564394007,TRUE,-0.0408
"0.6",100,"Small",17,"CITS_0.4_constant",-0.018407476456957,0.0709535036441591,0.795303387266682,TRUE,-0.0408
"0.6",100,"Small",17,"CITS_spill_3pct",-0.0196909865640686,0.0649023905771302,0.761589727093145,TRUE,-0.0408
"0.6",100,"Small",18,"Trd",-0.168937700608411,0.151152265425304,0.263709802726765,TRUE,-0.0408
"0.6",100,"Small",18,"CITS",-0.145577145052591,0.0763467189098318,0.0565478124284646,TRUE,-0.0408
"0.6",100,"Small",18,"CITS_0.4_constant",-0.15083413870792,0.063159541090398,0.0169336618383116,TRUE,-0.0408
"0.6",100,"Small",18,"CITS_spill_3pct",-0.0378412790306937,0.07756988893428,0.625666971405367,TRUE,-0.0408
"0.6",100,"Small",19,"Trd",0.0627684550738749,0.180351962215832,0.727815314668192,TRUE,-0.0408
"0.6",100,"Small",19,"CITS",0.0803489211816816,0.0625147031065676,0.198694324797534,TRUE,-0.0408
"0.6",100,"Small",19,"CITS_0.4_constant",0.0808854643326778,0.0662350161722465,0.222014518599975,TRUE,-0.0408
"0.6",100,"Small",19,"CITS_spill_3pct",0.191964428851737,0.0675579273253217,0.00449048153913662,TRUE,-0.0408
"0.6",100,"Small",20,"Trd",0.382269485767796,0.354398442356534,0.280746795498487,TRUE,-0.0408
"0.6",100,"Small",20,"CITS",-0.0609789716447321,0.0576062923431048,0.289806105862888,TRUE,-0.0408
"0.6",100,"Small",20,"CITS_0.4_constant",-0.0959452057863835,0.0782689652888812,0.220259000092327,TRUE,-0.0408
"0.6",100,"Small",20,"CITS_spill_3pct",0.0434823337177262,0.0582872912772153,0.45566726554036,TRUE,-0.0408
"0.6",100,"Moderate",1,"Trd",0.306090426850538,0.191346439457153,0.109672659538684,TRUE,-0.3567
"0.6",100,"Moderate",1,"CITS",-0.213856205111185,0.0885722992407767,0.0157576098887223,TRUE,-0.3567
"0.6",100,"Moderate",1,"CITS_0.4_constant",-0.261170585418569,0.0892887081418888,0.00344442411993396,TRUE,-0.3567
"0.6",100,"Moderate",1,"CITS_spill_3pct",-0.0922130218843088,0.087524995240957,0.292083427325787,TRUE,-0.3567
"0.6",100,"Moderate",2,"Trd",-0.816473437358923,0.219629179900654,0.000201196877918154,TRUE,-0.3567
"0.6",100,"Moderate",2,"CITS",-0.489148057525246,0.0654306310561496,7.67200161481273e-14,TRUE,-0.3567
"0.6",100,"Moderate",2,"CITS_0.4_constant",-0.458576146387312,0.0656801787025606,2.91097405935027e-12,TRUE,-0.3567
"0.6",100,"Moderate",2,"CITS_spill_3pct",-0.367895792365157,0.0660183101192575,2.50918259826704e-08,TRUE,-0.3567
"0.6",100,"Moderate",3,"Trd",-0.834399928275522,0.201657839771342,3.50802470878315e-05,TRUE,-0.3567
"0.6",100,"Moderate",3,"CITS",-0.32681324643692,0.0545300942847654,2.05670662577324e-09,TRUE,-0.3567
"0.6",100,"Moderate",3,"CITS_0.4_constant",-0.312128999349283,0.0583982596255033,9.04999901259555e-08,TRUE,-0.3567
"0.6",100,"Moderate",3,"CITS_spill_3pct",-0.222775704396637,0.0540397157680472,3.74873690313341e-05,TRUE,-0.3567
"0.6",100,"Moderate",4,"Trd",-0.847464089023493,0.209525185416105,5.23927593348366e-05,TRUE,-0.3567
"0.6",100,"Moderate",4,"CITS",-0.33912906319191,0.0909650353512834,0.000192909350963599,TRUE,-0.3567
"0.6",100,"Moderate",4,"CITS_0.4_constant",-0.35090831951106,0.0936144487544849,0.000177936564882472,TRUE,-0.3567
"0.6",100,"Moderate",4,"CITS_spill_3pct",-0.231156626382336,0.0959362795428769,0.0159752353332232,TRUE,-0.3567
"0.6",100,"Moderate",5,"Trd",-0.490581407106556,0.20304692569631,0.0156878095503543,TRUE,-0.3567
"0.6",100,"Moderate",5,"CITS",-0.303993048818589,0.0680961579535236,8.03784965152624e-06,TRUE,-0.3567
"0.6",100,"Moderate",5,"CITS_0.4_constant",-0.407307363849247,0.0635704269745083,1.48232786850714e-10,TRUE,-0.3567
"0.6",100,"Moderate",5,"CITS_spill_3pct",-0.22055547618023,0.0661069679306969,0.000848885611296973,TRUE,-0.3567
"0.6",100,"Moderate",6,"Trd",-0.814342610846938,0.193583299942006,2.59151967247243e-05,TRUE,-0.3567
"0.6",100,"Moderate",6,"CITS",-0.432334123500676,0.0661047287630076,6.14616276065625e-11,TRUE,-0.3567
"0.6",100,"Moderate",6,"CITS_0.4_constant",-0.33765539306691,0.0724445570008663,3.14860134345796e-06,TRUE,-0.3567
"0.6",100,"Moderate",6,"CITS_spill_3pct",-0.345679416919183,0.0676143384732107,3.17895313473052e-07,TRUE,-0.3567
"0.6",100,"Moderate",7,"Trd",-0.0937523472458296,0.188462488738484,0.618865460730322,TRUE,-0.3567
"0.6",100,"Moderate",7,"CITS",-0.333116686000735,0.047440301089281,2.19015364587436e-12,TRUE,-0.3567
"0.6",100,"Moderate",7,"CITS_0.4_constant",-0.360905200433128,0.0495656282203967,3.30470614364579e-13,TRUE,-0.3567
"0.6",100,"Moderate",7,"CITS_spill_3pct",-0.21240993393369,0.0446923668241851,2.0070645801011e-06,TRUE,-0.3567
"0.6",100,"Moderate",8,"Trd",0.0519113603446986,0.239204387418164,0.828195286165791,TRUE,-0.3567
"0.6",100,"Moderate",8,"CITS",-0.368477578684316,0.0545729753802099,1.45805238765861e-11,TRUE,-0.3567
"0.6",100,"Moderate",8,"CITS_0.4_constant",-0.33993334222199,0.060993639217995,2.50017592552759e-08,TRUE,-0.3567
"0.6",100,"Moderate",8,"CITS_spill_3pct",-0.239699626189905,0.0509649265144113,2.56081240941707e-06,TRUE,-0.3567
"0.6",100,"Moderate",9,"Trd",-0.747631139830649,0.570988682347106,0.190411604826607,TRUE,-0.3567
"0.6",100,"Moderate",9,"CITS",-0.267924715077069,0.0777555603439668,0.000569517777563681,TRUE,-0.3567
"0.6",100,"Moderate",9,"CITS_0.4_constant",-0.252747818373162,0.101055211187247,0.0123812954489958,TRUE,-0.3567
"0.6",100,"Moderate",9,"CITS_spill_3pct",-0.155562231226183,0.0791458364367862,0.0493548036965728,TRUE,-0.3567
"0.6",100,"Moderate",10,"Trd",-0.246735688809774,0.272998542446277,0.366102226886339,TRUE,-0.3567
"0.6",100,"Moderate",10,"CITS",-0.321433143210331,0.0740258980437494,1.41081348682816e-05,TRUE,-0.3567
"0.6",100,"Moderate",10,"CITS_0.4_constant",-0.383950117671477,0.0741551469263919,2.24686557160375e-07,TRUE,-0.3567
"0.6",100,"Moderate",10,"CITS_spill_3pct",-0.221612771214008,0.0704854542704774,0.00166602904890031,TRUE,-0.3567
"0.6",100,"Moderate",11,"Trd",-0.265846384107636,0.259733496429568,0.306054851345811,TRUE,-0.3567
"0.6",100,"Moderate",11,"CITS",-0.571577327077805,0.0541415405741491,4.71018777354716e-26,TRUE,-0.3567
"0.6",100,"Moderate",11,"CITS_0.4_constant",-0.513661540806083,0.064825542560032,2.30448500727549e-15,TRUE,-0.3567
"0.6",100,"Moderate",11,"CITS_spill_3pct",-0.492599506443611,0.0533459615048558,2.60577564911802e-20,TRUE,-0.3567
"0.6",100,"Moderate",12,"Trd",-0.113926612535613,0.169273231587421,0.500925764438549,TRUE,-0.3567
"0.6",100,"Moderate",12,"CITS",-0.293775925434248,0.0624654395047746,2.56347046260229e-06,TRUE,-0.3567
"0.6",100,"Moderate",12,"CITS_0.4_constant",-0.285551708761624,0.0671107206758027,2.09110386629815e-05,TRUE,-0.3567
"0.6",100,"Moderate",12,"CITS_spill_3pct",-0.190433761357483,0.0676458524923173,0.0048753261138058,TRUE,-0.3567
"0.6",100,"Moderate",13,"Trd",0.135999004830474,0.218981197809628,0.534564526594635,TRUE,-0.3567
"0.6",100,"Moderate",13,"CITS",-0.387063855553418,0.0789284757022884,9.39129086967264e-07,TRUE,-0.3567
"0.6",100,"Moderate",13,"CITS_0.4_constant",-0.361187010836472,0.0657762555926415,3.99334475641513e-08,TRUE,-0.3567
"0.6",100,"Moderate",13,"CITS_spill_3pct",-0.273652299657253,0.0749301035197472,0.000260103625817899,TRUE,-0.3567
"0.6",100,"Moderate",14,"Trd",-0.287824822328719,0.232828116540995,0.216379913810244,TRUE,-0.3567
"0.6",100,"Moderate",14,"CITS",-0.446972109601212,0.0927875689006236,1.45619505384926e-06,TRUE,-0.3567
"0.6",100,"Moderate",14,"CITS_0.4_constant",-0.342408002301039,0.0804217979660996,2.06585502362405e-05,TRUE,-0.3567
"0.6",100,"Moderate",14,"CITS_spill_3pct",-0.32821000691545,0.0841412942846706,9.59146657300733e-05,TRUE,-0.3567
"0.6",100,"Moderate",15,"Trd",-0.0571991862636108,0.215391664955707,0.790578897087395,TRUE,-0.3567
"0.6",100,"Moderate",15,"CITS",-0.272104163341835,0.0624589352944979,1.32141188509959e-05,TRUE,-0.3567
"0.6",100,"Moderate",15,"CITS_0.4_constant",-0.317035554345766,0.0521535861252974,1.21022529880148e-09,TRUE,-0.3567
"0.6",100,"Moderate",15,"CITS_spill_3pct",-0.16387622845344,0.0644066286910293,0.010946563863362,TRUE,-0.3567
"0.6",100,"Moderate",16,"Trd",-0.973776802853166,0.169766997467199,9.69612214604305e-09,TRUE,-0.3567
"0.6",100,"Moderate",16,"CITS",-0.30989444499802,0.0764665613465061,5.06344055788724e-05,TRUE,-0.3567
"0.6",100,"Moderate",16,"CITS_0.4_constant",-0.363491910162867,0.0736500938281562,7.99909016481853e-07,TRUE,-0.3567
"0.6",100,"Moderate",16,"CITS_spill_3pct",-0.186616273346637,0.0756471091923211,0.0136276239394916,TRUE,-0.3567
"0.6",100,"Moderate",17,"Trd",-0.475304788708595,0.168437131804864,0.00477470903668463,TRUE,-0.3567
"0.6",100,"Moderate",17,"CITS",-0.338529244273473,0.0686371650500009,8.13266872140054e-07,TRUE,-0.3567
"0.6",100,"Moderate",17,"CITS_0.4_constant",-0.27934261802705,0.0715366408617861,9.426877441833e-05,TRUE,-0.3567
"0.6",100,"Moderate",17,"CITS_spill_3pct",-0.218325530272131,0.064772905319802,0.000749963751957134,TRUE,-0.3567
"0.6",100,"Moderate",18,"Trd",-0.427316820947472,0.196602820019052,0.0297424795723712,TRUE,-0.3567
"0.6",100,"Moderate",18,"CITS",-0.468540985245113,0.063195158244407,1.22369287118674e-13,TRUE,-0.3567
"0.6",100,"Moderate",18,"CITS_0.4_constant",-0.432733512294046,0.0674256843342946,1.38137186425284e-10,TRUE,-0.3567
"0.6",100,"Moderate",18,"CITS_spill_3pct",-0.32890470567466,0.0601836791092001,4.62867809503372e-08,TRUE,-0.3567
"0.6",100,"Moderate",19,"Trd",0.169703965972605,0.219597937069712,0.43964431083689,TRUE,-0.3567
"0.6",100,"Moderate",19,"CITS",-0.229105666792751,0.0979628522349424,0.0193509946283763,TRUE,-0.3567
"0.6",100,"Moderate",19,"CITS_0.4_constant",-0.157924665888559,0.0877796626483031,0.0720023685135139,TRUE,-0.3567
"0.6",100,"Moderate",19,"CITS_spill_3pct",-0.106209467313516,0.100502136436503,0.290608281509036,TRUE,-0.3567
"0.6",100,"Moderate",20,"Trd",-0.58140982594793,0.277628970638395,0.0362424129371395,TRUE,-0.3567
"0.6",100,"Moderate",20,"CITS",-0.463203245486067,0.0793349692179348,5.26488725714496e-09,TRUE,-0.3567
"0.6",100,"Moderate",20,"CITS_0.4_constant",-0.418048242583178,0.0668043123787313,3.90437970698456e-10,TRUE,-0.3567
"0.6",100,"Moderate",20,"CITS_spill_3pct",-0.346721640373082,0.0748000674039727,3.5639973307746e-06,TRUE,-0.3567
"0.6",100,"Large",1,"Trd",-0.560847116785462,0.18007931438194,0.00184291323637434,TRUE,-0.5108
"0.6",100,"Large",1,"CITS",-0.420128625567023,0.0801793781695011,1.60699451543908e-07,TRUE,-0.5108
"0.6",100,"Large",1,"CITS_0.4_constant",-0.530097543798569,0.0722402583535466,2.16842171072684e-13,TRUE,-0.5108
"0.6",100,"Large",1,"CITS_spill_3pct",-0.306197186868722,0.0838278390023404,0.000259506512707071,TRUE,-0.5108
"0.6",100,"Large",2,"Trd",-0.649049008652262,0.257526022628698,0.0117246864942829,TRUE,-0.5108
"0.6",100,"Large",2,"CITS",-0.574412684485984,0.0614209765851794,8.59566403073716e-21,TRUE,-0.5108
"0.6",100,"Large",2,"CITS_0.4_constant",-0.578179019136833,0.071698050451276,7.37877064079929e-16,TRUE,-0.5108
"0.6",100,"Large",2,"CITS_spill_3pct",-0.49308133689083,0.0629233073621274,4.64285214029832e-15,TRUE,-0.5108
"0.6",100,"Large",3,"Trd",-0.00194176434289062,0.143991182755803,0.989240613182933,TRUE,-0.5108
"0.6",100,"Large",3,"CITS",-0.532471429160555,0.0510545866654953,1.81931956303682e-25,TRUE,-0.5108
"0.6",100,"Large",3,"CITS_0.4_constant",-0.498291721303143,0.0567318038496626,1.58765234545952e-18,TRUE,-0.5108
"0.6",100,"Large",3,"CITS_spill_3pct",-0.452774539458555,0.0489834922353626,2.3876232673118e-20,TRUE,-0.5108
"0.6",100,"Large",4,"Trd",-0.292514617281095,0.170630635483418,0.086470933419468,TRUE,-0.5108
"0.6",100,"Large",4,"CITS",-0.400166243209332,0.0650666164326993,7.74337679488219e-10,TRUE,-0.5108
"0.6",100,"Large",4,"CITS_0.4_constant",-0.343665859188318,0.0575817233873609,2.39716346182971e-09,TRUE,-0.5108
"0.6",100,"Large",4,"CITS_spill_3pct",-0.28975502476778,0.0677473432500001,1.89433351843088e-05,TRUE,-0.5108
