"rho","n","EstimandScenario","j","Method","estimate","se","pvalue","converged","true_B"
"0",56,"Moderate",4,"CITS",-0.470316645218398,0.0496349265423361,2.65440126150838e-21,TRUE,-0.3567
"0",56,"Moderate",4,"CITS_0.4_constant",-0.449015278695567,0.0690294551960426,7.78532210443756e-11,TRUE,-0.3567
"0",56,"Moderate",4,"CITS_spill_3pct",-0.368303406457397,0.042390785238775,3.67937797836918e-18,TRUE,-0.3567
"0",56,"Moderate",5,"Trd",-0.525606243844421,0.149111382740822,0.000423604817301204,TRUE,-0.3567
"0",56,"Moderate",5,"CITS",-0.415383684307215,0.0557369940735702,9.15413220372506e-14,TRUE,-0.3567
"0",56,"Moderate",5,"CITS_0.4_constant",-0.532641176429053,0.0697832847629559,2.29726461128482e-14,TRUE,-0.3567
"0",56,"Moderate",5,"CITS_spill_3pct",-0.327261037583993,0.0554483742985966,3.58935381003578e-09,TRUE,-0.3567
"0",56,"Moderate",6,"Trd",-0.540450792494341,0.197080727305465,0.00610140656163739,TRUE,-0.3567
"0",56,"Moderate",6,"CITS",-0.427196768808876,0.0486080515927648,1.51433915269599e-18,TRUE,-0.3567
"0",56,"Moderate",6,"CITS_0.4_constant",-0.375056241696732,0.0864651314412174,1.44008455984789e-05,TRUE,-0.3567
"0",56,"Moderate",6,"CITS_spill_3pct",-0.319792635508733,0.0527855586571847,1.37537113358646e-09,TRUE,-0.3567
"0",56,"Moderate",7,"Trd",-0.316041043986812,0.145833397190257,0.0302243607371465,TRUE,-0.3567
"0",56,"Moderate",7,"CITS",-0.363754062177517,0.0552354724791176,4.53309685721564e-11,TRUE,-0.3567
"0",56,"Moderate",7,"CITS_0.4_constant",-0.393390468484379,0.0717632084343465,4.21056111372795e-08,TRUE,-0.3567
"0",56,"Moderate",7,"CITS_spill_3pct",-0.240274234694487,0.0514558879794252,3.0190611697931e-06,TRUE,-0.3567
"0",56,"Moderate",8,"Trd",-0.355959863690689,0.14366768163768,0.0132246594910548,TRUE,-0.3567
"0",56,"Moderate",8,"CITS",-0.417713090781379,0.0659993686406028,2.46680341390341e-10,TRUE,-0.3567
"0",56,"Moderate",8,"CITS_0.4_constant",-0.406690069020914,0.083806240152989,1.2176600238235e-06,TRUE,-0.3567
"0",56,"Moderate",8,"CITS_spill_3pct",-0.290801400372253,0.0653236599571064,8.51927484325522e-06,TRUE,-0.3567
"0",56,"Moderate",9,"Trd",-0.0964315480783842,0.179831331208538,0.591797322219251,TRUE,-0.3567
"0",56,"Moderate",9,"CITS",-0.419140448384852,0.0624609701875892,1.94041495167526e-11,TRUE,-0.3567
"0",56,"Moderate",9,"CITS_0.4_constant",-0.521379959279772,0.0753890102771474,4.65028321027621e-12,TRUE,-0.3567
"0",56,"Moderate",9,"CITS_spill_3pct",-0.304376043351916,0.0599716713652445,3.86823370060902e-07,TRUE,-0.3567
"0",56,"Moderate",10,"Trd",-0.419198868676741,0.138186740161752,0.002416802622688,TRUE,-0.3567
"0",56,"Moderate",10,"CITS",-0.262795111117647,0.0512729423532906,2.96882981501975e-07,TRUE,-0.3567
"0",56,"Moderate",10,"CITS_0.4_constant",-0.191099104800359,0.0675313621127171,0.00465795755695798,TRUE,-0.3567
"0",56,"Moderate",10,"CITS_spill_3pct",-0.176824819617799,0.0520574931916301,0.000681982742561368,TRUE,-0.3567
"0",56,"Moderate",11,"Trd",-0.22895760152175,0.142883046071254,0.109064387748459,TRUE,-0.3567
"0",56,"Moderate",11,"CITS",-0.481865532231114,0.0646281054565811,8.92057269049173e-14,TRUE,-0.3567
"0",56,"Moderate",11,"CITS_0.4_constant",-0.478150254967322,0.0672263837225385,1.13927586435309e-12,TRUE,-0.3567
"0",56,"Moderate",11,"CITS_spill_3pct",-0.379575560908754,0.0560673516210901,1.28788898176143e-11,TRUE,-0.3567
"0",56,"Moderate",12,"Trd",-0.331790855497652,0.139542843152353,0.0174210478522521,TRUE,-0.3567
"0",56,"Moderate",12,"CITS",-0.305524580568028,0.041674747015072,2.28155073608249e-13,TRUE,-0.3567
"0",56,"Moderate",12,"CITS_0.4_constant",-0.391938355457808,0.0736658111269454,1.03487025579249e-07,TRUE,-0.3567
"0",56,"Moderate",12,"CITS_spill_3pct",-0.232501413550139,0.0421287473440426,3.41263259672436e-08,TRUE,-0.3567
"0",56,"Moderate",13,"Trd",-0.501695614830817,0.239959798100169,0.036550604808359,TRUE,-0.3567
"0",56,"Moderate",13,"CITS",-0.423871982703938,0.0667405984967085,2.13868834120275e-10,TRUE,-0.3567
"0",56,"Moderate",13,"CITS_0.4_constant",-0.366229105776551,0.0840321050288386,1.31133771896518e-05,TRUE,-0.3567
"0",56,"Moderate",13,"CITS_spill_3pct",-0.284516939262774,0.0625552350919522,5.40934780935561e-06,TRUE,-0.3567
"0",56,"Moderate",14,"Trd",-0.378663398390624,0.146137817918666,0.00956588472565376,TRUE,-0.3567
"0",56,"Moderate",14,"CITS",-0.42914677957481,0.0501190652675349,1.10402395335309e-17,TRUE,-0.3567
"0",56,"Moderate",14,"CITS_0.4_constant",-0.543411998820833,0.0751431159131171,4.77007067549618e-13,TRUE,-0.3567
"0",56,"Moderate",14,"CITS_spill_3pct",-0.308143791107948,0.0511124685655904,1.6524272560128e-09,TRUE,-0.3567
"0",56,"Moderate",15,"Trd",-0.680515440399891,0.251097973685857,0.00672509551315651,TRUE,-0.3567
"0",56,"Moderate",15,"CITS",-0.365294880243067,0.056044725115246,7.12903026023173e-11,TRUE,-0.3567
"0",56,"Moderate",15,"CITS_0.4_constant",-0.371670526359082,0.0620771338050408,2.13435374477917e-09,TRUE,-0.3567
"0",56,"Moderate",15,"CITS_spill_3pct",-0.280337686568798,0.0590392643838118,2.05107024993572e-06,TRUE,-0.3567
"0",56,"Moderate",16,"Trd",-0.467374148458049,0.149850828545877,0.00181509473211946,TRUE,-0.3567
"0",56,"Moderate",16,"CITS",-0.377756073263643,0.0502164834092439,5.37175232200048e-14,TRUE,-0.3567
"0",56,"Moderate",16,"CITS_0.4_constant",-0.367832596462947,0.0714365553178973,2.61766086852973e-07,TRUE,-0.3567
"0",56,"Moderate",16,"CITS_spill_3pct",-0.236680943020447,0.0574799667283506,3.8279705482557e-05,TRUE,-0.3567
"0",56,"Moderate",17,"Trd",-0.522561202468643,0.139070412909836,0.000171599027188467,TRUE,-0.3567
"0",56,"Moderate",17,"CITS",-0.483367925118742,0.045211268921796,1.11774616712634e-26,TRUE,-0.3567
"0",56,"Moderate",17,"CITS_0.4_constant",-0.480449852563768,0.0835446471433039,8.88139910054366e-09,TRUE,-0.3567
"0",56,"Moderate",17,"CITS_spill_3pct",-0.393850234824599,0.0443914178358582,7.17047146766616e-19,TRUE,-0.3567
"0",56,"Moderate",18,"Trd",-0.615788733490575,0.146688959025858,2.69375979575325e-05,TRUE,-0.3567
"0",56,"Moderate",18,"CITS",-0.356343423439393,0.0498473981732933,8.76121464377086e-13,TRUE,-0.3567
"0",56,"Moderate",18,"CITS_0.4_constant",-0.322360677987405,0.0770516444404314,2.86807238550914e-05,TRUE,-0.3567
"0",56,"Moderate",18,"CITS_spill_3pct",-0.244191708082131,0.0522855194753697,3.00686078013753e-06,TRUE,-0.3567
"0",56,"Moderate",19,"Trd",-0.372894684378879,0.163166054308853,0.0222911850559574,TRUE,-0.3567
"0",56,"Moderate",19,"CITS",-0.419748047217179,0.051934914238031,6.36118531993841e-16,TRUE,-0.3567
"0",56,"Moderate",19,"CITS_0.4_constant",-0.407107931225112,0.0742295380644421,4.14765948847475e-08,TRUE,-0.3567
"0",56,"Moderate",19,"CITS_spill_3pct",-0.293756103441169,0.0480934646484911,1.00871306075228e-09,TRUE,-0.3567
"0",56,"Moderate",20,"Trd",-0.728549192811696,0.237317590504485,0.00214106523467341,TRUE,-0.3567
"0",56,"Moderate",20,"CITS",-0.263887820220712,0.0607817484965764,1.41472383817883e-05,TRUE,-0.3567
"0",56,"Moderate",20,"CITS_0.4_constant",-0.247838853918115,0.0821075110364049,0.00254056646639913,TRUE,-0.3567
"0",56,"Moderate",20,"CITS_spill_3pct",-0.179261865375971,0.050425823856578,0.000378034355127266,TRUE,-0.3567
"0",56,"Large",1,"Trd",-0.395863594159341,0.144632048628063,0.00619948954638413,TRUE,-0.5108
"0",56,"Large",1,"CITS",-0.470678811394762,0.040165711422256,1.0256299453988e-31,TRUE,-0.5108
"0",56,"Large",1,"CITS_0.4_constant",-0.474508009248349,0.0710112123016587,2.35451935677696e-11,TRUE,-0.5108
"0",56,"Large",1,"CITS_spill_3pct",-0.396590313969257,0.0423672810123557,7.91587307214862e-21,TRUE,-0.5108
"0",56,"Large",2,"Trd",-0.194322641337026,0.152810139895664,0.203493718622782,TRUE,-0.5108
"0",56,"Large",2,"CITS",-0.493375902800585,0.0467020621127701,4.36080681173645e-26,TRUE,-0.5108
"0",56,"Large",2,"CITS_0.4_constant",-0.496952790527699,0.0773254773135211,1.30346769534419e-10,TRUE,-0.5108
"0",56,"Large",2,"CITS_spill_3pct",-0.413007561224318,0.0523861775210085,3.17309711267586e-15,TRUE,-0.5108
"0",56,"Large",3,"Trd",-0.53173135509366,0.146576355302034,0.00028598511702037,TRUE,-0.5108
"0",56,"Large",3,"CITS",-0.622922234336588,0.0615997075718074,4.86660687730922e-24,TRUE,-0.5108
"0",56,"Large",3,"CITS_0.4_constant",-0.490085187052281,0.0499383043929326,9.81865831017655e-23,TRUE,-0.5108
"0",56,"Large",3,"CITS_spill_3pct",-0.516327130913298,0.0682891042025529,4.00287971876673e-14,TRUE,-0.5108
"0",56,"Large",4,"Trd",-0.426133064085077,0.202720182770386,0.0355466909419973,TRUE,-0.5108
"0",56,"Large",4,"CITS",-0.546372385085863,0.0428008216532611,2.55620008933896e-37,TRUE,-0.5108
"0",56,"Large",4,"CITS_0.4_constant",-0.610950952780417,0.0557088940065635,5.51621768227747e-28,TRUE,-0.5108
"0",56,"Large",4,"CITS_spill_3pct",-0.417764613207096,0.0453970903983091,3.49868297293368e-20,TRUE,-0.5108
"0",56,"Large",5,"Trd",-0.561134258693726,0.158045762034214,0.000384566866406376,TRUE,-0.5108
"0",56,"Large",5,"CITS",-0.440880709073084,0.053446184396329,1.59647090482359e-16,TRUE,-0.5108
"0",56,"Large",5,"CITS_0.4_constant",-0.363110041517254,0.0669640495800359,5.87835794764505e-08,TRUE,-0.5108
"0",56,"Large",5,"CITS_spill_3pct",-0.323699746258111,0.0535258112988442,1.47069703159865e-09,TRUE,-0.5108
"0",56,"Large",6,"Trd",-0.519277942130211,0.22673566994066,0.022007703890266,TRUE,-0.5108
"0",56,"Large",6,"CITS",-0.616876832649246,0.0602726353760221,1.38517471200349e-24,TRUE,-0.5108
"0",56,"Large",6,"CITS_0.4_constant",-0.555018967550848,0.067914505025759,3.02518548759288e-16,TRUE,-0.5108
"0",56,"Large",6,"CITS_spill_3pct",-0.497616066814921,0.0580773350490605,1.05148994363929e-17,TRUE,-0.5108
"0",56,"Large",7,"Trd",-0.855506858537848,0.147656139371574,6.87649983148828e-09,TRUE,-0.5108
"0",56,"Large",7,"CITS",-0.543019943015915,0.0430197412808786,1.58549243782065e-36,TRUE,-0.5108
"0",56,"Large",7,"CITS_0.4_constant",-0.528751173901673,0.0645752143431538,2.652846216719e-16,TRUE,-0.5108
"0",56,"Large",7,"CITS_spill_3pct",-0.457584299674861,0.0443886951897382,6.44482325012825e-25,TRUE,-0.5108
"0",56,"Large",8,"Trd",-0.308319488028094,0.154200581801297,0.0455574890960029,TRUE,-0.5108
"0",56,"Large",8,"CITS",-0.504059194862862,0.0758628894415137,3.04568841738988e-11,TRUE,-0.5108
"0",56,"Large",8,"CITS_0.4_constant",-0.478621222511182,0.0731837091808901,6.15201572218112e-11,TRUE,-0.5108
"0",56,"Large",8,"CITS_spill_3pct",-0.409438836754405,0.0695940468158862,4.0229941501013e-09,TRUE,-0.5108
"0",56,"Large",9,"Trd",-0.0865390978408516,0.160952309905538,0.590805454557125,TRUE,-0.5108
"0",56,"Large",9,"CITS",-0.500632045796016,0.0600477355612989,7.60482250926025e-17,TRUE,-0.5108
"0",56,"Large",9,"CITS_0.4_constant",-0.572706097807633,0.0692301565278745,1.31184778570964e-16,TRUE,-0.5108
"0",56,"Large",9,"CITS_spill_3pct",-0.394777866757765,0.0640929224835211,7.29928790229576e-10,TRUE,-0.5108
"0",56,"Large",10,"Trd",-0.509993004521618,0.12504225029124,4.53144417456386e-05,TRUE,-0.5108
"0",56,"Large",10,"CITS",-0.59789528587654,0.0530488381869422,1.831967254772e-29,TRUE,-0.5108
"0",56,"Large",10,"CITS_0.4_constant",-0.643510560433473,0.0704158937107787,6.32006388312254e-20,TRUE,-0.5108
"0",56,"Large",10,"CITS_spill_3pct",-0.492068092250916,0.0527880950559929,1.14627867516286e-20,TRUE,-0.5108
"0",56,"Large",11,"Trd",-0.793090732674836,0.180255276770659,1.0834081509459e-05,TRUE,-0.5108
"0",56,"Large",11,"CITS",-0.558063178133724,0.0545828914487399,1.54592425999026e-24,TRUE,-0.5108
"0",56,"Large",11,"CITS_0.4_constant",-0.531023517661357,0.0771620301117972,5.90479545037671e-12,TRUE,-0.5108
"0",56,"Large",11,"CITS_spill_3pct",-0.457269006782246,0.06310147593046,4.27471086545292e-13,TRUE,-0.5108
"0",56,"Large",12,"Trd",-0.410192201011473,0.163601120141046,0.0121667691461119,TRUE,-0.5108
"0",56,"Large",12,"CITS",-0.566642868481216,0.0555314338097503,1.90266859274829e-24,TRUE,-0.5108
"0",56,"Large",12,"CITS_0.4_constant",-0.672783381304038,0.0768882694917986,2.13081864570836e-18,TRUE,-0.5108
"0",56,"Large",12,"CITS_spill_3pct",-0.469343974618729,0.0545063200512047,7.2541393781619e-18,TRUE,-0.5108
"0",56,"Large",13,"Trd",-0.794581417417463,0.142338745120978,2.3732165731258e-08,TRUE,-0.5108
"0",56,"Large",13,"CITS",-0.580076015768505,0.052012019661592,6.94424922138771e-29,TRUE,-0.5108
"0",56,"Large",13,"CITS_0.4_constant",-0.461446070447357,0.0740425379124724,4.60002515131705e-10,TRUE,-0.5108
"0",56,"Large",13,"CITS_spill_3pct",-0.473175762170544,0.0526435502200225,2.51095177368088e-19,TRUE,-0.5108
"0",56,"Large",14,"Trd",-0.577818579536355,0.176212474874963,0.00104138196360948,TRUE,-0.5108
"0",56,"Large",14,"CITS",-0.537672104148743,0.058761844395117,5.69225361220314e-20,TRUE,-0.5108
"0",56,"Large",14,"CITS_0.4_constant",-0.51549472232837,0.0724157194346087,1.09070525798174e-12,TRUE,-0.5108
"0",56,"Large",14,"CITS_spill_3pct",-0.394935213433838,0.0582912549726891,1.24229815464675e-11,TRUE,-0.5108
"0",56,"Large",15,"Trd",-0.312368652121847,0.123760951515449,0.0116038568584427,TRUE,-0.5108
"0",56,"Large",15,"CITS",-0.402899487628134,0.047434492135121,1.99973877764965e-17,TRUE,-0.5108
"0",56,"Large",15,"CITS_0.4_constant",-0.407880343689195,0.0742998397605221,4.02723969510003e-08,TRUE,-0.5108
"0",56,"Large",15,"CITS_spill_3pct",-0.338828715431365,0.05360806188723,2.60751057746861e-10,TRUE,-0.5108
"0",56,"Large",16,"Trd",-0.79805188186968,0.203498834640558,8.79434595885963e-05,TRUE,-0.5108
"0",56,"Large",16,"CITS",-0.540963976833652,0.046544042000196,3.16264518055975e-31,TRUE,-0.5108
"0",56,"Large",16,"CITS_0.4_constant",-0.418124043678815,0.0708268076132979,3.55931029548035e-09,TRUE,-0.5108
"0",56,"Large",16,"CITS_spill_3pct",-0.40577306213054,0.0452569758985946,3.07538641641746e-19,TRUE,-0.5108
"0",56,"Large",17,"Trd",-0.423812979415906,0.195210354978091,0.029926797424847,TRUE,-0.5108
"0",56,"Large",17,"CITS",-0.561255205461933,0.0538050109880369,1.78465291174637e-25,TRUE,-0.5108
"0",56,"Large",17,"CITS_0.4_constant",-0.488998482218121,0.0739071055267936,3.68068169113268e-11,TRUE,-0.5108
"0",56,"Large",17,"CITS_spill_3pct",-0.415083289850413,0.058230680338583,1.01647410073748e-12,TRUE,-0.5108
"0",56,"Large",18,"Trd",-0.495825906539919,0.116978156379364,2.24898359811409e-05,TRUE,-0.5108
"0",56,"Large",18,"CITS",-0.523377055589233,0.0528820996425427,4.28713042527114e-23,TRUE,-0.5108
"0",56,"Large",18,"CITS_0.4_constant",-0.532215740097644,0.0820541113721779,8.80541857368462e-11,TRUE,-0.5108
"0",56,"Large",18,"CITS_spill_3pct",-0.40182091019864,0.0553884860326753,4.02872080356753e-13,TRUE,-0.5108
"0",56,"Large",19,"Trd",-0.188105450485935,0.142714072301492,0.187484172347866,TRUE,-0.5108
"0",56,"Large",19,"CITS",-0.410538043987953,0.046532891201088,1.11897577359859e-18,TRUE,-0.5108
"0",56,"Large",19,"CITS_0.4_constant",-0.489250222576414,0.0831384633456791,3.98622772115029e-09,TRUE,-0.5108
"0",56,"Large",19,"CITS_spill_3pct",-0.286728671829561,0.0475766477950821,1.67374082827226e-09,TRUE,-0.5108
"0",56,"Large",20,"Trd",-0.786033377971084,0.190140655741796,3.56569537395976e-05,TRUE,-0.5108
"0",56,"Large",20,"CITS",-0.500797101201004,0.0652496422420016,1.65298112131558e-14,TRUE,-0.5108
"0",56,"Large",20,"CITS_0.4_constant",-0.469878429131528,0.0934690637063647,4.97949970840249e-07,TRUE,-0.5108
"0",56,"Large",20,"CITS_spill_3pct",-0.374014644004291,0.062627741050271,2.34321822113983e-09,TRUE,-0.5108
"0",60,"Small",1,"Trd",-0.207389501477426,0.236271015804937,0.380073390908285,TRUE,-0.0408
"0",60,"Small",1,"CITS",0.0283022221093686,0.0404918803041087,0.484576759622626,TRUE,-0.0408
"0",60,"Small",1,"CITS_0.4_constant",0.160531681311621,0.0673748944680608,0.0171879117527044,TRUE,-0.0408
"0",60,"Small",1,"CITS_spill_3pct",0.168480926168155,0.0412161604608815,4.35596929467494e-05,TRUE,-0.0408
"0",60,"Small",2,"Trd",0.30998194382169,0.213198066973149,0.145956769052972,TRUE,-0.0408
"0",60,"Small",2,"CITS",-0.0104275695779128,0.0558201210258223,0.851812236038035,TRUE,-0.0408
"0",60,"Small",2,"CITS_0.4_constant",0.0203443154324611,0.0755791627382023,0.787792021228745,TRUE,-0.0408
"0",60,"Small",2,"CITS_spill_3pct",0.117984771515226,0.0535268551265832,0.0275091294698701,TRUE,-0.0408
"0",60,"Small",3,"Trd",-0.0168248759150629,0.182709551010027,0.926630215119819,TRUE,-0.0408
"0",60,"Small",3,"CITS",-0.0538510660288088,0.0489816957190373,0.271588381330204,TRUE,-0.0408
"0",60,"Small",3,"CITS_0.4_constant",0.00955022921509961,0.0673760134469213,0.887281239111586,TRUE,-0.0408
"0",60,"Small",3,"CITS_spill_3pct",0.0568629091875615,0.0551956534989034,0.302913179595833,TRUE,-0.0408
"0",60,"Small",4,"Trd",-0.376940041937819,0.24055535025871,0.117124595205781,TRUE,-0.0408
"0",60,"Small",4,"CITS",-0.111632615404687,0.0567412751406556,0.049137458083305,TRUE,-0.0408
"0",60,"Small",4,"CITS_0.4_constant",-0.105863176955465,0.0574340431624476,0.0652979125971456,TRUE,-0.0408
"0",60,"Small",4,"CITS_spill_3pct",-0.0391024929956393,0.0593267155799079,0.509828798381942,TRUE,-0.0408
"0",60,"Small",5,"Trd",0.468090246386346,0.146576123667006,0.00140561345507961,TRUE,-0.0408
"0",60,"Small",5,"CITS",-0.0723237062488846,0.0536796035847099,0.177876577274024,TRUE,-0.0408
"0",60,"Small",5,"CITS_0.4_constant",-0.100364884015339,0.0674276586202876,0.13662371678793,TRUE,-0.0408
"0",60,"Small",5,"CITS_spill_3pct",0.0675139161190582,0.0480826669224862,0.160282612186563,TRUE,-0.0408
"0",60,"Small",6,"Trd",-0.153823031620098,0.202235602380845,0.446888242664256,TRUE,-0.0408
"0",60,"Small",6,"CITS",0.00875046371785088,0.0412133249742574,0.831856436361408,TRUE,-0.0408
"0",60,"Small",6,"CITS_0.4_constant",-0.0570772728090869,0.0619341382329036,0.356747612967394,TRUE,-0.0408
"0",60,"Small",6,"CITS_spill_3pct",0.0827879006577554,0.0431763161692279,0.0551823359904139,TRUE,-0.0408
"0",60,"Small",7,"Trd",-0.333622343725405,0.159948880855821,0.0369961949822086,TRUE,-0.0408
"0",60,"Small",7,"CITS",-0.0424423305858588,0.0421366276836087,0.313812229650999,TRUE,-0.0408
"0",60,"Small",7,"CITS_0.4_constant",-0.0716271391788949,0.0758699034453066,0.345129571984522,TRUE,-0.0408
"0",60,"Small",7,"CITS_spill_3pct",0.0530382515849621,0.0423583693358629,0.210521924994893,TRUE,-0.0408
"0",60,"Small",8,"Trd",0.455593302142364,0.230772669252079,0.0483580709505733,TRUE,-0.0408
"0",60,"Small",8,"CITS",-0.0262171381842519,0.0577062696610119,0.649598201920198,TRUE,-0.0408
"0",60,"Small",8,"CITS_0.4_constant",-0.0526729093071296,0.080751160543419,0.514216228113599,TRUE,-0.0408
"0",60,"Small",8,"CITS_spill_3pct",0.0525701221844574,0.0639263662842771,0.410875280993583,TRUE,-0.0408
"0",60,"Small",9,"Trd",0.00529484291835226,0.161550844116106,0.973853945489464,TRUE,-0.0408
"0",60,"Small",9,"CITS",-0.0563638222448396,0.0609634470938396,0.355199457754876,TRUE,-0.0408
"0",60,"Small",9,"CITS_0.4_constant",-0.145914322686776,0.0688536822452432,0.0340740599506817,TRUE,-0.0408
"0",60,"Small",9,"CITS_spill_3pct",0.0722531167599541,0.0609224103555628,0.235627886747205,TRUE,-0.0408
"0",60,"Small",10,"Trd",-0.199668185241326,0.181541379930744,0.271397726522053,TRUE,-0.0408
"0",60,"Small",10,"CITS",-0.0613781800183087,0.0523452681923069,0.240970670317639,TRUE,-0.0408
"0",60,"Small",10,"CITS_0.4_constant",-0.0195374901386869,0.0724104188241786,0.787301806888276,TRUE,-0.0408
"0",60,"Small",10,"CITS_spill_3pct",0.0317562097684657,0.0524422688665191,0.544816223987353,TRUE,-0.0408
"0",60,"Small",11,"Trd",0.163331201526984,0.155350910907825,0.293088941894947,TRUE,-0.0408
"0",60,"Small",11,"CITS",-0.116158484956841,0.0422387039269541,0.00595864420341632,TRUE,-0.0408
"0",60,"Small",11,"CITS_0.4_constant",-0.210802456965975,0.0479736521244008,1.11217325342155e-05,TRUE,-0.0408
"0",60,"Small",11,"CITS_spill_3pct",8.86695197230216e-05,0.0420048045030508,0.998315716759191,TRUE,-0.0408
"0",60,"Small",12,"Trd",-0.187008521653522,0.238044675355634,0.432100326560722,TRUE,-0.0408
"0",60,"Small",12,"CITS",-0.100716067247563,0.0576519372092635,0.0806429558377181,TRUE,-0.0408
"0",60,"Small",12,"CITS_0.4_constant",-0.160701303004015,0.0699392688953735,0.0215773672629612,TRUE,-0.0408
"0",60,"Small",12,"CITS_spill_3pct",0.00327290083616493,0.0521869777872994,0.949993536189041,TRUE,-0.0408
"0",60,"Small",13,"Trd",0.170827646097531,0.134750376767223,0.20489292691242,TRUE,-0.0408
"0",60,"Small",13,"CITS",-0.0465283801139137,0.0438552641473575,0.288711198478202,TRUE,-0.0408
"0",60,"Small",13,"CITS_0.4_constant",-0.0379609757149619,0.0747777951170822,0.61169855622495,TRUE,-0.0408
"0",60,"Small",13,"CITS_spill_3pct",0.0883439607053385,0.0426361404746526,0.038261334409471,TRUE,-0.0408
"0",60,"Small",14,"Trd",0.0448519036784285,0.209359646127506,0.830364772383358,TRUE,-0.0408
"0",60,"Small",14,"CITS",-0.0850234811693019,0.0617677068935722,0.168665722111927,TRUE,-0.0408
"0",60,"Small",14,"CITS_0.4_constant",-0.120952593158795,0.0719385951792799,0.0926986316591038,TRUE,-0.0408
"0",60,"Small",14,"CITS_spill_3pct",0.0147810704714206,0.0601672164873672,0.805940394054124,TRUE,-0.0408
"0",60,"Small",15,"Trd",0.204978266968583,0.14334258047112,0.152720268978086,TRUE,-0.0408
"0",60,"Small",15,"CITS",-0.047590163239882,0.0552503675535687,0.389042722760367,TRUE,-0.0408
"0",60,"Small",15,"CITS_0.4_constant",-0.110102263082284,0.0737858330500169,0.135650121499279,TRUE,-0.0408
"0",60,"Small",15,"CITS_spill_3pct",0.0528532844992085,0.0555784059371479,0.341620629928868,TRUE,-0.0408
"0",60,"Small",16,"Trd",-0.0193022548816816,0.161640214680155,0.904946633695278,TRUE,-0.0408
"0",60,"Small",16,"CITS",-0.0382056062464778,0.0423761290640775,0.367278316154529,TRUE,-0.0408
"0",60,"Small",16,"CITS_0.4_constant",-0.0593800695837323,0.0871347420836072,0.495571552269659,TRUE,-0.0408
"0",60,"Small",16,"CITS_spill_3pct",0.110351505006303,0.0496537998034229,0.0262550610846868,TRUE,-0.0408
"0",60,"Small",17,"Trd",-0.0548561434261095,0.16248512134462,0.735659231562989,TRUE,-0.0408
"0",60,"Small",17,"CITS",-0.0117448504333976,0.0476709461085486,0.805393238313221,TRUE,-0.0408
"0",60,"Small",17,"CITS_0.4_constant",0.0026658130948121,0.0727275161105795,0.970760242886777,TRUE,-0.0408
"0",60,"Small",17,"CITS_spill_3pct",0.138287918232757,0.0492239856115598,0.00496400349440657,TRUE,-0.0408
"0",60,"Small",18,"Trd",-0.196431699727195,0.138777065830034,0.156937227913359,TRUE,-0.0408
"0",60,"Small",18,"CITS",-0.0749675786086257,0.0590552432181231,0.204281215764724,TRUE,-0.0408
"0",60,"Small",18,"CITS_0.4_constant",-0.0139315290738691,0.100689448440128,0.889954833104217,TRUE,-0.0408
"0",60,"Small",18,"CITS_spill_3pct",0.0483012583521907,0.0647115664230956,0.455420731624477,TRUE,-0.0408
"0",60,"Small",19,"Trd",0.11943467646072,0.182523487993735,0.51288481479647,TRUE,-0.0408
"0",60,"Small",19,"CITS",0.0291004087727436,0.0377766208674669,0.441105037547035,TRUE,-0.0408
"0",60,"Small",19,"CITS_0.4_constant",0.0639558452299394,0.0674416325165385,0.342969618762884,TRUE,-0.0408
"0",60,"Small",19,"CITS_spill_3pct",0.142373195510254,0.0409287591184407,0.000504113216817197,TRUE,-0.0408
"0",60,"Small",20,"Trd",-0.166151732520688,0.176349112918884,0.34610303063864,TRUE,-0.0408
"0",60,"Small",20,"CITS",-0.0499947372399504,0.0484395784561632,0.302022872653064,TRUE,-0.0408
"0",60,"Small",20,"CITS_0.4_constant",0.00308051404380838,0.0543795241722861,0.954825264047111,TRUE,-0.0408
"0",60,"Small",20,"CITS_spill_3pct",0.0588016795041554,0.046724487449545,0.208219402872155,TRUE,-0.0408
"0",60,"Moderate",1,"Trd",-0.304751953772379,0.255684875052882,0.233298692570392,TRUE,-0.3567
"0",60,"Moderate",1,"CITS",-0.310015445308224,0.0690762884065205,7.18897374040186e-06,TRUE,-0.3567
"0",60,"Moderate",1,"CITS_0.4_constant",-0.344344524710953,0.0799993712868667,1.6748399005308e-05,TRUE,-0.3567
"0",60,"Moderate",1,"CITS_spill_3pct",-0.204867839084565,0.0561043364878609,0.000260661446034401,TRUE,-0.3567
"0",60,"Moderate",2,"Trd",-0.0905087913548922,0.143268056406292,0.527553914643411,TRUE,-0.3567
"0",60,"Moderate",2,"CITS",-0.313870367771079,0.0544734371345766,8.31734477937681e-09,TRUE,-0.3567
"0",60,"Moderate",2,"CITS_0.4_constant",-0.348476794201399,0.0567288514331135,8.10540967538487e-10,TRUE,-0.3567
"0",60,"Moderate",2,"CITS_spill_3pct",-0.223537114592545,0.0500288290471041,7.88930629437056e-06,TRUE,-0.3567
"0",60,"Moderate",3,"Trd",-0.445103953729889,0.137693205975656,0.00122678872416194,TRUE,-0.3567
"0",60,"Moderate",3,"CITS",-0.358294196313447,0.0720094647900489,6.50276424379314e-07,TRUE,-0.3567
"0",60,"Moderate",3,"CITS_0.4_constant",-0.377077081897532,0.0870842032820692,1.49090046646895e-05,TRUE,-0.3567
