"rho","n","EstimandScenario","Method","R_total","R_converged","nonconv_rate","true_val","B_hat","Bias","MCSE_Bias","Bias_percent","MSE_estimate","MCSE_MSE","coverage","MCSE_coverage","power","MCSE_power","Empirical_SE","avg_model_SE","ratio_Emp_ModelSE","power_pct","MCSE_power_pct","coverage_pct","MCSE_cov_pct"
"0",12,"Small","CITS",8688,8688,0,-0.0408,-0.0497,-0.0089,0.0015,21.81,0.0189,0.000287633853425227,0.890078268876611,0.0034,0.128337937384899,0.0036,0.1373,0.1252,1.0966,12.83,0.36,89.01,0.34
"0",12,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0471,-0.0063,0.0021,15.44,0.0377,0.000571101559129518,0.814111418047882,0.0042,0.200161141804788,0.0043,0.194,0.1448,1.3398,20.02,0.43,81.41,0.42
"0",12,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0558,0.0966,0.0015,236.76,0.0283,0.000388774356623073,0.788674033149171,0.0044,0.146178637200737,0.0038,0.1376,0.1252,1.099,14.62,0.38,78.87,0.44
"0",12,"Small","Trd",8688,8688,0,-0.0408,-0.0316,0.0092,0.0041,22.55,0.1496,0.00231339456211875,0.809507366482505,0.0042,0.188651012891344,0.0042,0.3867,0.3052,1.267,18.87,0.42,80.95,0.42
"0",12,"Moderate","CITS",8688,8688,0,-0.3567,-0.3661,-0.0094,0.0015,2.64,0.0187,0.000293498689828884,0.889042357274402,0.0034,0.819636279926335,0.0041,0.1363,0.1255,1.0861,81.96,0.41,88.9,0.34
"0",12,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.364,-0.0073,0.0021,2.05,0.037,0.000563442214215786,0.813420810313076,0.0042,0.685197974217311,0.005,0.1923,0.1452,1.3244,68.52,0.5,81.34,0.42
"0",12,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2614,0.0953,0.0015,26.72,0.0274,0.000385401344763366,0.796846224677716,0.0043,0.586210865561694,0.0053,0.1355,0.1256,1.0788,58.62,0.53,79.68,0.43
"0",12,"Moderate","Trd",8688,8688,0,-0.3567,-0.3469,0.0098,0.0042,2.75,0.1517,0.00228744721368105,0.806629834254144,0.0042,0.331031307550645,0.005,0.3894,0.3042,1.2801,33.1,0.5,80.66,0.42
"0",12,"Large","CITS",8688,8688,0,-0.5108,-0.5226,-0.0118,0.0015,2.31,0.0189,0.00029316253381333,0.889732965009208,0.0034,0.973526703499079,0.0017,0.1368,0.1253,1.0918,97.35,0.17,88.97,0.34
"0",12,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5216,-0.0108,0.0021,2.11,0.0379,0.0005961121479559,0.810313075506446,0.0042,0.891689686924494,0.0033,0.1943,0.1444,1.3456,89.17,0.33,81.03,0.42
"0",12,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4176,0.0932,0.0015,18.25,0.0274,0.000381677374394687,0.79822744014733,0.0043,0.893991712707182,0.0033,0.1367,0.1257,1.0875,89.4,0.33,79.82,0.43
"0",12,"Large","Trd",8688,8688,0,-0.5108,-0.5074,0.0034,0.0042,0.67,0.1533,0.00236445159616059,0.80421270718232,0.0043,0.456606813996317,0.0053,0.3916,0.3068,1.2764,45.66,0.53,80.42,0.43
"0",14,"Small","CITS",8688,8688,0,-0.0408,-0.0508,-0.01,0.0013,24.51,0.0158,0.000242895772332406,0.89755985267035,0.0033,0.12396408839779,0.0035,0.1252,0.1149,1.0896,12.4,0.35,89.76,0.33
"0",14,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0498,-0.009,0.0019,22.06,0.0326,0.000503009279262317,0.819290976058932,0.0041,0.19371546961326,0.0042,0.1803,0.1357,1.3287,19.37,0.42,81.93,0.41
"0",14,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0552,0.096,0.0013,235.29,0.0247,0.000342843722672631,0.783954880294659,0.0044,0.148365561694291,0.0038,0.1246,0.1151,1.0825,14.84,0.38,78.4,0.44
"0",14,"Small","Trd",8688,8688,0,-0.0408,-0.042,-0.0012,0.0039,2.94,0.1294,0.001996992272673,0.817334254143646,0.0041,0.181399631675875,0.0041,0.3598,0.2832,1.2705,18.14,0.41,81.73,0.41
"0",14,"Moderate","CITS",8688,8688,0,-0.3567,-0.3654,-0.0087,0.0013,2.44,0.0156,0.000242521637074498,0.894682320441989,0.0033,0.875460405156538,0.0035,0.1245,0.1143,1.0892,87.55,0.35,89.47,0.33
"0",14,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3637,-0.007,0.0019,1.96,0.0315,0.000479713807768433,0.824585635359116,0.0041,0.730317679558011,0.0048,0.1775,0.1351,1.3138,73.03,0.48,82.46,0.41
"0",14,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2596,0.0971,0.0013,27.22,0.0246,0.000333848818824372,0.784645488029466,0.0044,0.642495395948435,0.0051,0.1234,0.1144,1.0787,64.25,0.51,78.46,0.44
"0",14,"Moderate","Trd",8688,8688,0,-0.3567,-0.3453,0.0114,0.0038,3.2,0.1272,0.0019318591931738,0.811579189686924,0.0042,0.340699815837937,0.0051,0.3565,0.2786,1.2796,34.07,0.51,81.16,0.42
"0",14,"Large","CITS",8688,8688,0,-0.5108,-0.5205,-0.0097,0.0013,1.9,0.0156,0.000240668905622667,0.899746777163904,0.0032,0.987338858195212,0.0012,0.1243,0.1156,1.0753,98.73,0.12,89.97,0.32
"0",14,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5199,-0.0091,0.0019,1.78,0.0312,0.00046246408500019,0.82470073664825,0.0041,0.922651933701657,0.0029,0.1765,0.1357,1.3007,92.27,0.29,82.47,0.41
"0",14,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4154,0.0954,0.0013,18.68,0.0245,0.000330480180840398,0.790400552486188,0.0044,0.938305709023941,0.0026,0.1243,0.1155,1.0762,93.83,0.26,79.04,0.44
"0",14,"Large","Trd",8688,8688,0,-0.5108,-0.5049,0.0059,0.0039,1.16,0.1306,0.00198987741485332,0.815032228360958,0.0042,0.490791896869245,0.0054,0.3614,0.2833,1.2757,49.08,0.54,81.5,0.42
"0",16,"Small","CITS",8688,8688,0,-0.0408,-0.048,-0.0072,0.0012,17.65,0.0129,0.000197721252374746,0.880064456721915,0.0035,0.145718232044199,0.0038,0.1133,0.1007,1.1251,14.57,0.38,88.01,0.35
"0",16,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0485,-0.0077,0.0018,18.87,0.0278,0.00042074229802487,0.80732044198895,0.0042,0.206031307550645,0.0043,0.1664,0.1251,1.3301,20.6,0.43,80.73,0.42
"0",16,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.057,0.0978,0.0012,239.71,0.0222,0.000295267028446588,0.736187845303867,0.0047,0.169429097605893,0.004,0.1123,0.1008,1.1141,16.94,0.4,73.62,0.47
"0",16,"Small","Trd",8688,8688,0,-0.0408,-0.0305,0.0103,0.0036,25.25,0.1155,0.00175375112544327,0.779120626151013,0.0045,0.221915285451197,0.0045,0.3397,0.2426,1.4002,22.19,0.45,77.91,0.45
"0",16,"Moderate","CITS",8688,8688,0,-0.3567,-0.3612,-0.0045,0.0012,1.26,0.0132,0.000208763455651844,0.875345303867403,0.0035,0.919774401473296,0.0029,0.1149,0.1011,1.1365,91.98,0.29,87.53,0.35
"0",16,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.361,-0.0043,0.0018,1.21,0.0278,0.00042209699142215,0.807435543278085,0.0042,0.77048802946593,0.0045,0.1666,0.125,1.3328,77.05,0.45,80.74,0.42
"0",16,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.256,0.1007,0.0012,28.23,0.0234,0.000314919727167483,0.733770718232044,0.0047,0.716735727440147,0.0048,0.115,0.1013,1.1352,71.67,0.48,73.38,0.47
"0",16,"Moderate","Trd",8688,8688,0,-0.3567,-0.348,0.0087,0.0037,2.44,0.1192,0.00183687210067376,0.776127992633518,0.0045,0.411717311233886,0.0053,0.3451,0.2434,1.4178,41.17,0.53,77.61,0.45
"0",16,"Large","CITS",8688,8688,0,-0.5108,-0.5219,-0.0111,0.0012,2.17,0.0135,0.000208713857863502,0.872813075506446,0.0036,0.996086556169429,7e-04,0.1157,0.101,1.1455,99.61,0.07,87.28,0.36
"0",16,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5207,-0.0099,0.0018,1.94,0.0276,0.000422263933333,0.816873848987109,0.0041,0.949470534069982,0.0023,0.1657,0.1251,1.3245,94.95,0.23,81.69,0.41
"0",16,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4161,0.0947,0.0012,18.54,0.0223,0.000300491648967847,0.741827808471455,0.0047,0.963397790055249,0.002,0.1155,0.1012,1.1413,96.34,0.2,74.18,0.47
"0",16,"Large","Trd",8688,8688,0,-0.5108,-0.4999,0.0109,0.0037,2.13,0.1161,0.00178327705814788,0.780156537753223,0.0044,0.566988950276243,0.0053,0.3406,0.242,1.4074,56.7,0.53,78.02,0.44
"0",18,"Small","CITS",8688,8688,0,-0.0408,-0.0467,-0.0059,0.0011,14.46,0.0114,0.000177532468886376,0.885474217311234,0.0034,0.142495395948435,0.0038,0.1065,0.0948,1.1234,14.25,0.38,88.55,0.34
"0",18,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0465,-0.0057,0.0017,13.97,0.0245,0.000368005594160779,0.81664364640884,0.0042,0.20384438305709,0.0043,0.1566,0.1189,1.3171,20.38,0.43,81.66,0.42
"0",18,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0586,0.0994,0.0011,243.63,0.0213,0.00028323270887944,0.725828729281768,0.0048,0.178291896869245,0.0041,0.107,0.0948,1.1287,17.83,0.41,72.58,0.48
"0",18,"Small","Trd",8688,8688,0,-0.0408,-0.0358,0.005,0.0034,12.25,0.1019,0.00155626985031963,0.799838858195212,0.0043,0.204304788213628,0.0043,0.3192,0.237,1.3468,20.43,0.43,79.98,0.43
"0",18,"Moderate","CITS",8688,8688,0,-0.3567,-0.3663,-0.0096,0.0011,2.69,0.0113,0.000174701740761855,0.883862799263352,0.0034,0.946593001841621,0.0024,0.1061,0.0952,1.1145,94.66,0.24,88.39,0.34
"0",18,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3667,-0.01,0.0017,2.8,0.0244,0.000371551820482652,0.817909760589319,0.0041,0.809852670349908,0.0042,0.1558,0.1185,1.3148,80.99,0.42,81.79,0.41
"0",18,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2611,0.0956,0.0011,26.8,0.0204,0.000277383440883615,0.74171270718232,0.0047,0.773480662983425,0.0045,0.1063,0.0954,1.1143,77.35,0.45,74.17,0.47
"0",18,"Moderate","Trd",8688,8688,0,-0.3567,-0.3443,0.0124,0.0035,3.48,0.1048,0.00159354379340946,0.786487108655617,0.0044,0.414709944751381,0.0053,0.3235,0.2345,1.3795,41.47,0.53,78.65,0.44
"0",18,"Large","CITS",8688,8688,0,-0.5108,-0.519,-0.0082,0.0012,1.61,0.0116,0.000183774034433185,0.883402394106814,0.0034,0.998273480662983,4e-04,0.1074,0.0949,1.1317,99.83,0.04,88.34,0.34
"0",18,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5178,-0.007,0.0017,1.37,0.0245,0.000370556395764943,0.821938305709024,0.0041,0.957412523020258,0.0022,0.1563,0.1193,1.3101,95.74,0.22,82.19,0.41
"0",18,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4135,0.0973,0.0012,19.05,0.021,0.000280240304561887,0.736302946593002,0.0047,0.977900552486188,0.0016,0.1072,0.0951,1.1272,97.79,0.16,73.63,0.47
"0",18,"Large","Trd",8688,8688,0,-0.5108,-0.5004,0.0104,0.0035,2.04,0.1043,0.00159462649285684,0.793508287292818,0.0043,0.575506445672192,0.0053,0.3228,0.2336,1.3818,57.55,0.53,79.35,0.43
"0",20,"Small","CITS",8688,8688,0,-0.0408,-0.0463,-0.0055,0.0011,13.48,0.0097,0.000151727585831597,0.894797421731123,0.0033,0.135128913443831,0.0037,0.0985,0.0901,1.0932,13.51,0.37,89.48,0.33
"0",20,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.047,-0.0062,0.0016,15.2,0.0218,0.00032981303849268,0.833333333333333,0.004,0.187039594843462,0.0042,0.1476,0.1154,1.279,18.7,0.42,83.33,0.4
"0",20,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0592,0.1,0.0011,245.1,0.0198,0.000253119910031228,0.726979742173112,0.0048,0.177025782688766,0.0041,0.0988,0.09,1.0978,17.7,0.41,72.7,0.48
"0",20,"Small","Trd",8688,8688,0,-0.0408,-0.0347,0.0061,0.0033,14.95,0.0937,0.00143586510255339,0.806399631675875,0.0042,0.197398710865562,0.0043,0.3061,0.2292,1.3355,19.74,0.43,80.64,0.42
"0",20,"Moderate","CITS",8688,8688,0,-0.3567,-0.3639,-0.0072,0.0011,2.02,0.0097,0.000147225880367274,0.895027624309392,0.0033,0.966850828729282,0.0019,0.0982,0.0902,1.0887,96.69,0.19,89.5,0.33
"0",20,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3645,-0.0078,0.0016,2.19,0.0214,0.000320064632927663,0.831376611418048,0.004,0.833793738489871,0.004,0.1462,0.1141,1.2813,83.38,0.4,83.14,0.4
"0",20,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2587,0.098,0.0011,27.47,0.0193,0.000250497655410474,0.735151933701657,0.0047,0.798572744014733,0.0043,0.0987,0.0904,1.0918,79.86,0.43,73.52,0.47
"0",20,"Moderate","Trd",8688,8688,0,-0.3567,-0.3481,0.0086,0.0032,2.41,0.091,0.00138377781059065,0.80939226519337,0.0042,0.426104972375691,0.0053,0.3015,0.2265,1.3311,42.61,0.53,80.94,0.42
"0",20,"Large","CITS",8688,8688,0,-0.5108,-0.5171,-0.0063,0.0011,1.23,0.01,0.000153540973052585,0.898020257826888,0.0032,0.999424493554328,3e-04,0.0999,0.0904,1.1051,99.94,0.03,89.8,0.32
"0",20,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5204,-0.0096,0.0016,1.88,0.0219,0.000331838984404554,0.831837016574586,0.004,0.972605893186004,0.0018,0.1478,0.1145,1.2908,97.26,0.18,83.18,0.4
"0",20,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4121,0.0987,0.0011,19.32,0.0199,0.000255599377408719,0.722951197053407,0.0048,0.988029465930018,0.0012,0.1008,0.0906,1.1126,98.8,0.12,72.3,0.48
"0",20,"Large","Trd",8688,8688,0,-0.5108,-0.4974,0.0134,0.0033,2.62,0.0941,0.00143400531513437,0.807895948434622,0.0042,0.593232044198895,0.0053,0.3064,0.2286,1.3403,59.32,0.53,80.79,0.42
"0",24,"Small","CITS",8688,8688,0,-0.0408,-0.0461,-0.0053,0.001,12.99,0.0079,0.000122095677701202,0.905386740331492,0.0031,0.129949355432781,0.0036,0.0887,0.0823,1.0778,12.99,0.36,90.54,0.31
"0",24,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0458,-0.005,0.0014,12.25,0.0178,0.000274646354444286,0.852209944751381,0.0038,0.167587476979742,0.004,0.1334,0.1066,1.2514,16.76,0.4,85.22,0.38
"0",24,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0594,0.1002,0.001,245.59,0.0179,0.000219836264094908,0.70073664825046,0.0049,0.170004604051565,0.004,0.0886,0.0822,1.0779,17,0.4,70.07,0.49
"0",24,"Small","Trd",8688,8688,0,-0.0408,-0.031,0.0098,0.003,24.02,0.077,0.00118934666666394,0.830455801104972,0.004,0.171500920810313,0.004,0.2774,0.2185,1.2696,17.15,0.4,83.05,0.4
"0",24,"Moderate","CITS",8688,8688,0,-0.3567,-0.3641,-0.0074,0.001,2.07,0.008,0.000122408649626288,0.902854511970534,0.0032,0.984806629834254,0.0013,0.089,0.0822,1.0827,98.48,0.13,90.29,0.32
"0",24,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.364,-0.0073,0.0014,2.05,0.0182,0.000275058074604655,0.844152854511971,0.0039,0.868439226519337,0.0036,0.1349,0.107,1.2607,86.84,0.36,84.42,0.39
"0",24,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2584,0.0983,0.001,27.56,0.0176,0.000221211173870481,0.708908839779006,0.0049,0.864180478821363,0.0037,0.0893,0.0824,1.0837,86.42,0.37,70.89,0.49
"0",24,"Moderate","Trd",8688,8688,0,-0.3567,-0.3467,0.01,0.003,2.8,0.0778,0.00118052742722575,0.829419889502762,0.004,0.431054327808471,0.0053,0.2787,0.2175,1.2814,43.11,0.53,82.94,0.4
"0",24,"Large","CITS",8688,8688,0,-0.5108,-0.5169,-0.0061,0.001,1.19,0.0082,0.000128469352759264,0.899976979742173,0.0032,0.999884898710866,1e-04,0.0904,0.0829,1.0905,99.99,0.01,90,0.32
"0",24,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5168,-0.006,0.0014,1.17,0.0182,0.000284875287661733,0.841735727440147,0.0039,0.98572744014733,0.0013,0.1349,0.1072,1.2584,98.57,0.13,84.17,0.39
"0",24,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4115,0.0993,0.001,19.44,0.018,0.00022409767455643,0.708103130755064,0.0049,0.996086556169429,7e-04,0.0903,0.0829,1.0893,99.61,0.07,70.81,0.49
"0",24,"Large","Trd",8688,8688,0,-0.5108,-0.5043,0.0065,0.003,1.27,0.0785,0.00120449820352552,0.828268876611418,0.004,0.630524861878453,0.0052,0.2801,0.2159,1.2974,63.05,0.52,82.83,0.4
"0",28,"Small","CITS",8688,8688,0,-0.0408,-0.0456,-0.0048,9e-04,11.76,0.0066,9.96682932191431e-05,0.911602209944751,0.003,0.130524861878453,0.0036,0.0809,0.0759,1.0659,13.05,0.36,91.16,0.3
"0",28,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0463,-0.0055,0.0013,13.48,0.015,0.000229261683774335,0.859346224677716,0.0037,0.159415285451197,0.0039,0.1224,0.1,1.224,15.94,0.39,85.93,0.37
"0",28,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0598,0.1006,9e-04,246.57,0.0166,0.000197886350568647,0.683586556169429,0.005,0.175529465930018,0.0041,0.0805,0.076,1.0592,17.55,0.41,68.36,0.5
"0",28,"Small","Trd",8688,8688,0,-0.0408,-0.0343,0.0065,0.0029,15.93,0.0729,0.00108043080121552,0.837822283609576,0.004,0.164019337016575,0.004,0.2699,0.2169,1.2444,16.4,0.4,83.78,0.4
"0",28,"Moderate","CITS",8688,8688,0,-0.3567,-0.3632,-0.0065,9e-04,1.82,0.0068,0.00010539734461726,0.911717311233886,0.003,0.99378453038674,8e-04,0.082,0.0771,1.0636,99.38,0.08,91.17,0.3
"0",28,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3639,-0.0072,0.0013,2.02,0.0152,0.000236298580262116,0.862338858195212,0.0037,0.914364640883978,0.003,0.1232,0.1007,1.2234,91.44,0.3,86.23,0.37
"0",28,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2577,0.099,9e-04,27.75,0.0165,0.00019766065956569,0.691528545119705,0.005,0.903084714548803,0.0032,0.0817,0.077,1.061,90.31,0.32,69.15,0.5
"0",28,"Moderate","Trd",8688,8688,0,-0.3567,-0.3437,0.013,0.0029,3.64,0.0739,0.00116736150656274,0.833563535911602,0.004,0.419774401473296,0.0053,0.2716,0.2164,1.2551,41.98,0.53,83.36,0.4
"0",28,"Large","CITS",8688,8688,0,-0.5108,-0.5182,-0.0074,9e-04,1.45,0.0069,0.000109665620719299,0.909990791896869,0.0031,1,0,0.0825,0.0767,1.0756,100,0,91,0.31
"0",28,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5204,-0.0096,0.0013,1.88,0.0153,0.00023362201654698,0.858425414364641,0.0037,0.993324125230203,9e-04,0.1234,0.1004,1.2291,99.33,0.09,85.84,0.37
"0",28,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4125,0.0983,9e-04,19.24,0.0165,0.00019480672832985,0.693255064456722,0.0049,0.999309392265193,3e-04,0.0825,0.077,1.0714,99.93,0.03,69.33,0.49
"0",28,"Large","Trd",8688,8688,0,-0.5108,-0.5006,0.0102,0.003,2,0.0761,0.0011762179919899,0.828153775322284,0.004,0.630755064456722,0.0052,0.2756,0.2158,1.2771,63.08,0.52,82.82,0.4
"0",32,"Small","CITS",8688,8688,0,-0.0408,-0.0444,-0.0036,8e-04,8.82,0.0056,8.55151044420204e-05,0.918853591160221,0.0029,0.12914364640884,0.0036,0.0747,0.0711,1.0506,12.91,0.36,91.89,0.29
"0",32,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0446,-0.0038,0.0012,9.31,0.013,0.000197324257703339,0.871662062615101,0.0036,0.154696132596685,0.0039,0.1139,0.0944,1.2066,15.47,0.39,87.17,0.36
"0",32,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0614,0.1022,8e-04,250.49,0.0161,0.000184246805269127,0.653084714548803,0.0051,0.182205340699816,0.0041,0.0754,0.0712,1.059,18.22,0.41,65.31,0.51
"0",32,"Small","Trd",8688,8688,0,-0.0408,-0.0281,0.0127,0.0028,31.13,0.0668,0.00102510620872136,0.851058931860037,0.0038,0.151012891344383,0.0038,0.2583,0.2117,1.2201,15.1,0.38,85.11,0.38
"0",32,"Moderate","CITS",8688,8688,0,-0.3567,-0.3644,-0.0077,8e-04,2.16,0.006,9.28564699873498e-05,0.915630755064457,0.003,0.996662062615101,6e-04,0.077,0.0715,1.0769,99.67,0.06,91.56,0.3
"0",32,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3657,-0.009,0.0012,2.52,0.0136,0.000206163036162113,0.86176335174954,0.0037,0.938075506445672,0.0026,0.1163,0.0945,1.2307,93.81,0.26,86.18,0.37
"0",32,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2588,0.0979,8e-04,27.45,0.0155,0.000182500443299936,0.672767034990792,0.005,0.938190607734807,0.0026,0.0767,0.0716,1.0712,93.82,0.26,67.28,0.5
"0",32,"Moderate","Trd",8688,8688,0,-0.3567,-0.3457,0.011,0.0028,3.08,0.0691,0.00107213601418297,0.834484346224678,0.004,0.4375,0.0053,0.2627,0.2094,1.2545,43.75,0.53,83.45,0.4
"0",32,"Large","CITS",8688,8688,0,-0.5108,-0.5168,-0.006,8e-04,1.17,0.0061,9.21180201963051e-05,0.906422651933702,0.0031,1,0,0.0776,0.0717,1.0823,100,0,90.64,0.31
"0",32,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.517,-0.0062,0.0013,1.21,0.0138,0.000205355577186384,0.858310313075506,0.0037,0.997582872928177,5e-04,0.1174,0.0948,1.2384,99.76,0.05,85.83,0.37
"0",32,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.412,0.0988,8e-04,19.34,0.0159,0.000186428399312346,0.661947513812155,0.0051,0.999769797421731,2e-04,0.0783,0.0718,1.0905,99.98,0.02,66.19,0.51
"0",32,"Large","Trd",8688,8688,0,-0.5108,-0.5007,0.0101,0.0028,1.98,0.068,0.00105374312114258,0.841045119705341,0.0039,0.652969613259669,0.0051,0.2606,0.2091,1.2463,65.3,0.51,84.1,0.39
"0",36,"Small","CITS",8688,8688,0,-0.0408,-0.045,-0.0042,8e-04,10.29,0.0051,7.90252584804583e-05,0.916551565377532,0.003,0.136855432780847,0.0037,0.0715,0.0671,1.0656,13.69,0.37,91.66,0.3
"0",36,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0448,-0.004,0.0012,9.8,0.0116,0.000175359410395145,0.870741252302026,0.0036,0.160220994475138,0.0039,0.1078,0.089,1.2112,16.02,0.39,87.07,0.36
"0",36,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0603,0.1011,8e-04,247.79,0.0153,0.000172256976832856,0.628798342541437,0.0052,0.194866482504604,0.0042,0.0715,0.0672,1.064,19.49,0.42,62.88,0.52
"0",36,"Small","Trd",8688,8688,0,-0.0408,-0.0376,0.0032,0.0026,7.84,0.0605,0.000941936533884446,0.864755985267035,0.0037,0.136395027624309,0.0037,0.246,0.2079,1.1833,13.64,0.37,86.48,0.37
"0",36,"Moderate","CITS",8688,8688,0,-0.3567,-0.3627,-0.006,8e-04,1.68,0.0052,7.90119436784562e-05,0.918278084714549,0.0029,0.999194290976059,3e-04,0.0716,0.0672,1.0655,99.92,0.03,91.83,0.29
"0",36,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3646,-0.0079,0.0012,2.21,0.0119,0.000179349254208017,0.872007366482505,0.0036,0.954419889502762,0.0022,0.1088,0.0897,1.2129,95.44,0.22,87.2,0.36
"0",36,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2575,0.0992,8e-04,27.81,0.0149,0.000167199182913892,0.640193370165746,0.0051,0.959254143646409,0.0021,0.0713,0.0674,1.0579,95.93,0.21,64.02,0.51
"0",36,"Moderate","Trd",8688,8688,0,-0.3567,-0.3503,0.0064,0.0027,1.79,0.0617,0.000925872419650661,0.858425414364641,0.0037,0.443255064456722,0.0053,0.2484,0.2082,1.1931,44.33,0.53,85.84,0.37
"0",36,"Large","CITS",8688,8688,0,-0.5108,-0.518,-0.0072,8e-04,1.41,0.0052,7.84822555864033e-05,0.920234806629834,0.0029,1,0,0.0716,0.0676,1.0592,100,0,92.02,0.29
"0",36,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5192,-0.0084,0.0012,1.64,0.0122,0.000187774613336119,0.870971454880295,0.0036,0.998733885819521,4e-04,0.1101,0.0901,1.222,99.87,0.04,87.1,0.36
"0",36,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.412,0.0988,8e-04,19.34,0.0149,0.000170269560042355,0.641804788213628,0.0051,1,0,0.0717,0.0676,1.0607,100,0,64.18,0.51
"0",36,"Large","Trd",8688,8688,0,-0.5108,-0.5041,0.0067,0.0027,1.31,0.0625,0.000936818027900245,0.861533149171271,0.0037,0.665285451197053,0.0051,0.25,0.207,1.2077,66.53,0.51,86.15,0.37
"0",40,"Small","CITS",8688,8688,0,-0.0408,-0.0453,-0.0045,7e-04,11.03,0.0045,6.79720472839203e-05,0.923687845303867,0.0028,0.139157458563536,0.0037,0.0668,0.0637,1.0487,13.92,0.37,92.37,0.28
"0",40,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0455,-0.0047,0.0011,11.52,0.0107,0.000163119567817261,0.875115101289134,0.0035,0.161141804788214,0.0039,0.1034,0.085,1.2165,16.11,0.39,87.51,0.35
"0",40,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0601,0.1009,7e-04,247.3,0.0146,0.000156435619731878,0.607965009208103,0.0052,0.201081952117864,0.0043,0.0668,0.0637,1.0487,20.11,0.43,60.8,0.52
"0",40,"Small","Trd",8688,8688,0,-0.0408,-0.038,0.0028,0.0026,6.86,0.0589,0.000905770012640408,0.869705340699816,0.0036,0.132021178637201,0.0036,0.2426,0.2058,1.1788,13.2,0.36,86.97,0.36
"0",40,"Moderate","CITS",8688,8688,0,-0.3567,-0.3611,-0.0044,7e-04,1.23,0.0046,7.06311638411078e-05,0.920580110497238,0.0029,0.999654696132597,2e-04,0.0678,0.0637,1.0644,99.97,0.02,92.06,0.29
"0",40,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3631,-0.0064,0.0011,1.79,0.0109,0.000165330951754863,0.873618784530387,0.0036,0.966965930018416,0.0019,0.1041,0.0855,1.2175,96.7,0.19,87.36,0.36
