"rho","n","EstimandScenario","Method","R_total","R_converged","nonconv_rate","true_val","B_hat","Bias","MCSE_Bias","Bias_percent","MSE_estimate","MCSE_MSE","coverage","MCSE_coverage","power","MCSE_power","Empirical_SE","avg_model_SE","ratio_Emp_ModelSE","power_pct","MCSE_power_pct","coverage_pct","MCSE_cov_pct"
"0.6",56,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0573,0.0981,0.0013,240.44,0.0252,0.000353764271477978,0.667702578268877,0.0051,0.248273480662983,0.0046,0.1248,0.085,1.4682,24.83,0.46,66.77,0.51
"0.6",56,"Small","Trd",8688,8688,0,-0.0408,-0.039,0.0018,0.0043,4.41,0.1596,0.00242621754618753,0.786372007366482,0.0044,0.213858195211786,0.0044,0.3995,0.2708,1.4753,21.39,0.44,78.64,0.44
"0.6",56,"Moderate","CITS",8688,8688,0,-0.3567,-0.363,-0.0063,0.0013,1.77,0.0153,0.000234323666443739,0.803406998158379,0.0043,0.942564456721915,0.0025,0.1235,0.0854,1.4461,94.26,0.25,80.34,0.43
"0.6",56,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3617,-0.005,0.0013,1.4,0.0146,0.000217938837731922,0.821593001841621,0.0041,0.945326887661142,0.0024,0.1206,0.086,1.4023,94.53,0.24,82.16,0.41
"0.6",56,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.258,0.0987,0.0013,27.67,0.025,0.000351243908503687,0.667242173112339,0.0051,0.778545119705341,0.0045,0.1235,0.0854,1.4461,77.85,0.45,66.72,0.51
"0.6",56,"Moderate","Trd",8688,8688,0,-0.3567,-0.3516,0.0051,0.0043,1.43,0.1616,0.00245053904492673,0.778430018416206,0.0045,0.378913443830571,0.0052,0.402,0.2694,1.4922,37.89,0.52,77.84,0.45
"0.6",56,"Large","CITS",8688,8688,0,-0.5108,-0.5204,-0.0096,0.0013,1.88,0.0158,0.000248641440840493,0.795004604051565,0.0043,0.998158379373849,5e-04,0.1254,0.0854,1.4684,99.82,0.05,79.5,0.43
"0.6",56,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5178,-0.007,0.0013,1.37,0.0153,0.000230708447449619,0.81042817679558,0.0042,0.998388581952118,4e-04,0.1234,0.0863,1.4299,99.84,0.04,81.04,0.42
"0.6",56,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4151,0.0957,0.0013,18.74,0.0249,0.000343087346448065,0.672651933701657,0.005,0.975598526703499,0.0017,0.1254,0.0854,1.4684,97.56,0.17,67.27,0.5
"0.6",56,"Large","Trd",8688,8688,0,-0.5108,-0.5035,0.0073,0.0044,1.43,0.1665,0.00260386477187554,0.775782688766114,0.0045,0.512085635359116,0.0054,0.408,0.2708,1.5066,51.21,0.54,77.58,0.45
"0.6",60,"Small","CITS",8688,8688,0,-0.0408,-0.0484,-0.0076,0.0013,18.63,0.0145,0.000225731874892908,0.80524861878453,0.0042,0.234000920810313,0.0045,0.1202,0.0825,1.457,23.4,0.45,80.52,0.42
"0.6",60,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0457,-0.0049,0.0013,12.01,0.0141,0.000212329266670203,0.811694290976059,0.0042,0.216505524861878,0.0044,0.1187,0.0833,1.425,21.65,0.44,81.17,0.42
"0.6",60,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0574,0.0982,0.0013,240.69,0.0242,0.000337559042052964,0.657803867403315,0.0051,0.249539594843462,0.0046,0.1207,0.0825,1.463,24.95,0.46,65.78,0.51
"0.6",60,"Small","Trd",8688,8688,0,-0.0408,-0.0317,0.0091,0.0042,22.3,0.1501,0.00234037375029671,0.793853591160221,0.0043,0.212592081031308,0.0044,0.3873,0.2646,1.4637,21.26,0.44,79.39,0.43
"0.6",60,"Moderate","CITS",8688,8688,0,-0.3567,-0.3629,-0.0062,0.0013,1.74,0.0141,0.000216666940656027,0.808586556169429,0.0042,0.955686003683241,0.0022,0.1187,0.0825,1.4388,95.57,0.22,80.86,0.42
"0.6",60,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3617,-0.005,0.0013,1.4,0.0139,0.00021440512692552,0.826427255985267,0.0041,0.955340699815838,0.0022,0.1176,0.0834,1.4101,95.53,0.22,82.64,0.41
"0.6",60,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2574,0.0993,0.0013,27.84,0.024,0.000327321606797301,0.657803867403315,0.0051,0.793853591160221,0.0043,0.1188,0.0825,1.44,79.39,0.43,65.78,0.51
"0.6",60,"Moderate","Trd",8688,8688,0,-0.3567,-0.3476,0.0091,0.0043,2.55,0.1582,0.00233304141640021,0.773710865561694,0.0045,0.383057090239411,0.0052,0.3977,0.2647,1.5025,38.31,0.52,77.37,0.45
"0.6",60,"Large","CITS",8688,8688,0,-0.5108,-0.5192,-0.0084,0.0013,1.64,0.0143,0.000214953641686969,0.802946593001842,0.0043,0.998503683241252,4e-04,0.1192,0.0826,1.4431,99.85,0.04,80.29,0.43
"0.6",60,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5162,-0.0054,0.0013,1.06,0.0139,0.000210757115714033,0.81767955801105,0.0041,0.999309392265193,3e-04,0.118,0.0835,1.4132,99.93,0.03,81.77,0.41
"0.6",60,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4143,0.0965,0.0013,18.89,0.0236,0.000320724224285364,0.667127071823204,0.0051,0.984346224677716,0.0013,0.1196,0.0826,1.4479,98.43,0.13,66.71,0.51
"0.6",60,"Large","Trd",8688,8688,0,-0.5108,-0.4996,0.0112,0.0043,2.19,0.1615,0.00249063601044942,0.778545119705341,0.0045,0.513121546961326,0.0054,0.4017,0.2662,1.509,51.31,0.54,77.85,0.45
"0.6",80,"Small","CITS",8688,8688,0,-0.0408,-0.0464,-0.0056,0.0011,13.73,0.0104,0.000155483382276591,0.816528545119705,0.0042,0.22640423572744,0.0045,0.102,0.0721,1.4147,22.64,0.45,81.65,0.42
"0.6",80,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.045,-0.0042,0.0011,10.29,0.0104,0.00015592677853466,0.827117863720074,0.0041,0.210980662983425,0.0044,0.1021,0.0733,1.3929,21.1,0.44,82.71,0.41
"0.6",80,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0587,0.0995,0.0011,243.87,0.0203,0.000268699626060841,0.632366482504604,0.0052,0.251611418047882,0.0047,0.1022,0.0721,1.4175,25.16,0.47,63.24,0.52
"0.6",80,"Small","Trd",8688,8688,0,-0.0408,-0.0374,0.0034,0.0038,8.33,0.1251,0.00185007622048428,0.792127071823204,0.0044,0.209599447513812,0.0044,0.3537,0.2415,1.4646,20.96,0.44,79.21,0.44
"0.6",80,"Moderate","CITS",8688,8688,0,-0.3567,-0.3637,-0.007,0.0011,1.96,0.0106,0.000164272645305002,0.814111418047882,0.0042,0.984806629834254,0.0013,0.1029,0.0719,1.4312,98.48,0.13,81.41,0.42
"0.6",80,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3604,-0.0037,0.0011,1.04,0.0105,0.000161205732684188,0.827348066298343,0.0041,0.981353591160221,0.0015,0.1025,0.0732,1.4003,98.14,0.15,82.73,0.41
"0.6",80,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2582,0.0985,0.0011,27.61,0.0203,0.00027289325412635,0.63017955801105,0.0052,0.874884898710866,0.0035,0.1029,0.0719,1.4312,87.49,0.35,63.02,0.52
"0.6",80,"Moderate","Trd",8688,8688,0,-0.3567,-0.3516,0.0051,0.0038,1.43,0.1279,0.0019537204910893,0.78786832412523,0.0044,0.404120626151013,0.0053,0.3576,0.2412,1.4826,40.41,0.53,78.79,0.44
"0.6",80,"Large","CITS",8688,8688,0,-0.5108,-0.5179,-0.0071,0.0011,1.39,0.0109,0.000162231679227531,0.811233885819521,0.0042,0.999884898710866,1e-04,0.1043,0.0722,1.4446,99.99,0.01,81.12,0.42
"0.6",80,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5143,-0.0035,0.0011,0.69,0.0107,0.000163621928042763,0.823549723756906,0.0041,0.999654696132597,2e-04,0.1035,0.0733,1.412,99.97,0.02,82.35,0.41
"0.6",80,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4125,0.0983,0.0011,19.24,0.0205,0.00027187298291845,0.628798342541437,0.0052,0.995395948434622,7e-04,0.1042,0.0722,1.4432,99.54,0.07,62.88,0.52
"0.6",80,"Large","Trd",8688,8688,0,-0.5108,-0.5061,0.0047,0.0039,0.92,0.1289,0.00201276591409509,0.790860957642726,0.0044,0.55835635359116,0.0053,0.3591,0.242,1.4839,55.84,0.53,79.09,0.44
"0.6",100,"Small","CITS",8688,8688,0,-0.0408,-0.044,-0.0032,0.001,7.84,0.0085,0.000130848851572649,0.840814917127072,0.0039,0.206261510128913,0.0043,0.0923,0.0681,1.3554,20.63,0.43,84.08,0.39
"0.6",100,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0425,-0.0017,0.001,4.17,0.0084,0.000128544576122093,0.848872007366482,0.0038,0.191528545119705,0.0042,0.0917,0.0693,1.3232,19.15,0.42,84.89,0.38
"0.6",100,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0612,0.102,0.001,250,0.0189,0.000243553359974333,0.613489871086556,0.0052,0.249424493554328,0.0046,0.0922,0.0682,1.3519,24.94,0.46,61.35,0.52
"0.6",100,"Small","Trd",8688,8688,0,-0.0408,-0.0435,-0.0027,0.0034,6.62,0.1024,0.00159331401799867,0.817909760589319,0.0041,0.181860036832413,0.0041,0.3199,0.2304,1.3885,18.19,0.41,81.79,0.41
"0.6",100,"Moderate","CITS",8688,8688,0,-0.3567,-0.3647,-0.008,0.001,2.24,0.0087,0.000134750899668878,0.838858195211786,0.0039,0.992288213627993,9e-04,0.0929,0.0688,1.3503,99.23,0.09,83.89,0.39
"0.6",100,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3611,-0.0044,0.001,1.23,0.0083,0.000127813235567991,0.853821362799263,0.0038,0.992403314917127,9e-04,0.0912,0.0697,1.3085,99.24,0.09,85.38,0.38
"0.6",100,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2594,0.0973,0.001,27.28,0.018,0.000228820220714745,0.62810773480663,0.0052,0.911487108655617,0.003,0.0926,0.0688,1.3459,91.15,0.3,62.81,0.52
"0.6",100,"Moderate","Trd",8688,8688,0,-0.3567,-0.3539,0.0028,0.0035,0.78,0.1068,0.00160352788667157,0.804097605893186,0.0043,0.410451197053407,0.0053,0.3268,0.2303,1.419,41.05,0.53,80.41,0.43
"0.6",100,"Large","CITS",8688,8688,0,-0.5108,-0.5183,-0.0075,0.001,1.47,0.0082,0.000127046200607142,0.845879373848987,0.0039,0.999884898710866,1e-04,0.0905,0.0684,1.3231,99.99,0.01,84.59,0.39
"0.6",100,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5152,-0.0044,0.001,0.86,0.0083,0.000126218985346208,0.847720994475138,0.0039,0.999884898710866,1e-04,0.0912,0.0696,1.3103,99.99,0.01,84.77,0.39
"0.6",100,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4131,0.0977,0.001,19.13,0.0177,0.000230886380430717,0.641919889502762,0.0051,0.998273480662983,4e-04,0.0905,0.0685,1.3212,99.83,0.04,64.19,0.51
"0.6",100,"Large","Trd",8688,8688,0,-0.5108,-0.5064,0.0044,0.0035,0.86,0.1066,0.00162149250910108,0.81042817679558,0.0042,0.58816758747698,0.0053,0.3265,0.2305,1.4165,58.82,0.53,81.04,0.42
"0.6",150,"Small","CITS",8688,8688,0,-0.0408,-0.0439,-0.0031,8e-04,7.6,0.0056,8.47287718892072e-05,0.849447513812155,0.0038,0.215354511970534,0.0044,0.0748,0.0565,1.3239,21.54,0.44,84.94,0.38
"0.6",150,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0413,-5e-04,8e-04,1.23,0.0057,8.57488996713503e-05,0.856468692449355,0.0038,0.197168508287293,0.0043,0.0753,0.0579,1.3005,19.72,0.43,85.65,0.38
"0.6",150,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0612,0.102,8e-04,250,0.016,0.000185601512587914,0.541206261510129,0.0053,0.272444751381215,0.0048,0.0748,0.0566,1.3216,27.24,0.48,54.12,0.53
"0.6",150,"Small","Trd",8688,8688,0,-0.0408,-0.0363,0.0045,0.0028,11.03,0.0693,0.00107057380227656,0.833793738489871,0.004,0.16908379373849,0.004,0.2632,0.1946,1.3525,16.91,0.4,83.38,0.4
"0.6",150,"Moderate","CITS",8688,8688,0,-0.3567,-0.3623,-0.0056,8e-04,1.57,0.0056,8.72213912427821e-05,0.852900552486188,0.0038,0.999769797421731,2e-04,0.0749,0.0567,1.321,99.98,0.02,85.29,0.38
"0.6",150,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3592,-0.0025,8e-04,0.7,0.0057,8.78282202946751e-05,0.860382136279926,0.0037,0.999194290976059,3e-04,0.0753,0.0579,1.3005,99.92,0.03,86.04,0.37
"0.6",150,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2571,0.0996,8e-04,27.92,0.0156,0.000181999815266615,0.551335174953959,0.0053,0.973872007366482,0.0017,0.075,0.0568,1.3204,97.39,0.17,55.13,0.53
"0.6",150,"Moderate","Trd",8688,8688,0,-0.3567,-0.3525,0.0042,0.0029,1.18,0.0736,0.0011103563199637,0.822744014732965,0.0041,0.472720994475138,0.0054,0.2712,0.1951,1.3901,47.27,0.54,82.27,0.41
"0.6",150,"Large","CITS",8688,8688,0,-0.5108,-0.5178,-0.007,8e-04,1.37,0.0056,8.41655586798706e-05,0.854051565377532,0.0038,1,0,0.0747,0.0568,1.3151,100,0,85.41,0.38
"0.6",150,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5141,-0.0033,8e-04,0.65,0.0056,8.66495629732541e-05,0.860151933701657,0.0037,1,0,0.0748,0.058,1.2897,100,0,86.02,0.37
"0.6",150,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4125,0.0983,8e-04,19.24,0.0152,0.000176765867965301,0.556860036832412,0.0053,1,0,0.0748,0.0568,1.3169,100,0,55.69,0.53
"0.6",150,"Large","Trd",8688,8688,0,-0.5108,-0.512,-0.0012,0.0029,0.23,0.0724,0.0011049880970658,0.827463167587477,0.0041,0.687845303867403,0.005,0.2692,0.1964,1.3707,68.78,0.5,82.75,0.41
"0.8",12,"Small","CITS",8688,8688,0,-0.0408,-0.0466,-0.0058,0.0045,14.22,0.1721,0.00263964375637847,0.456721915285451,0.0053,0.548457642725598,0.0053,0.4148,0.1529,2.7129,54.85,0.53,45.67,0.53
"0.8",12,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.046,-0.0052,0.0042,12.75,0.1564,0.00236529312025033,0.549033149171271,0.0053,0.45177255985267,0.0053,0.3954,0.1714,2.3069,45.18,0.53,54.9,0.53
"0.8",12,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.058,0.0988,0.0045,242.16,0.182,0.00276529309368519,0.440262430939227,0.0053,0.550874769797422,0.0053,0.415,0.1535,2.7036,55.09,0.53,44.03,0.53
"0.8",12,"Small","Trd",8688,8688,0,-0.0408,-0.0337,0.0071,0.0052,17.4,0.2329,0.00363179164566568,0.733540515653775,0.0047,0.26530847145488,0.0047,0.4826,0.3284,1.4695,26.53,0.47,73.35,0.47
"0.8",12,"Moderate","CITS",8688,8688,0,-0.3567,-0.3591,-0.0024,0.0044,0.67,0.1702,0.00261419614353974,0.460290055248619,0.0053,0.658839779005525,0.0051,0.4125,0.1522,2.7102,65.88,0.51,46.03,0.53
"0.8",12,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.358,-0.0013,0.0042,0.36,0.1546,0.00245059117133084,0.55421270718232,0.0053,0.598756906077348,0.0053,0.3932,0.1717,2.29,59.88,0.53,55.42,0.53
"0.8",12,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2534,0.1033,0.0044,28.96,0.1816,0.00272803801861407,0.44578729281768,0.0053,0.601979742173112,0.0053,0.4134,0.1522,2.7162,60.2,0.53,44.58,0.53
"0.8",12,"Moderate","Trd",8688,8688,0,-0.3567,-0.3433,0.0134,0.0052,3.76,0.236,0.00366448417850729,0.741827808471455,0.0047,0.366482504604052,0.0052,0.4856,0.3307,1.4684,36.65,0.52,74.18,0.47
"0.8",12,"Large","CITS",8688,8688,0,-0.5108,-0.5157,-0.0049,0.0044,0.96,0.1657,0.00257043714607359,0.472145488029466,0.0054,0.750690607734807,0.0046,0.4071,0.1534,2.6538,75.07,0.46,47.21,0.54
"0.8",12,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5152,-0.0044,0.0042,0.86,0.1536,0.0023938107605755,0.549378453038674,0.0053,0.718116942909761,0.0048,0.3919,0.1716,2.2838,71.81,0.48,54.94,0.53
"0.8",12,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4106,0.1002,0.0044,19.62,0.1761,0.00268986790319804,0.449240331491713,0.0053,0.686579189686924,0.005,0.4075,0.1536,2.653,68.66,0.5,44.92,0.53
"0.8",12,"Large","Trd",8688,8688,0,-0.5108,-0.5018,0.009,0.0051,1.76,0.2302,0.00348721308550088,0.749079189686924,0.0047,0.468232044198895,0.0054,0.4798,0.3339,1.437,46.82,0.54,74.91,0.47
"0.8",14,"Small","CITS",8688,8688,0,-0.0408,-0.0546,-0.0138,0.0044,33.82,0.1656,0.00256864232319718,0.463973296500921,0.0054,0.540285451197053,0.0053,0.4068,0.1507,2.6994,54.03,0.53,46.4,0.54
"0.8",14,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0455,-0.0047,0.0042,11.52,0.1502,0.00234373789857178,0.564456721915285,0.0053,0.439341620626151,0.0053,0.3875,0.1687,2.297,43.93,0.53,56.45,0.53
"0.8",14,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0513,0.0921,0.0044,225.74,0.1742,0.00266172802984357,0.456376611418048,0.0053,0.535681399631676,0.0054,0.4071,0.1508,2.6996,53.57,0.54,45.64,0.53
"0.8",14,"Small","Trd",8688,8688,0,-0.0408,-0.0245,0.0163,0.0052,39.95,0.237,0.00365265182545826,0.730662983425414,0.0048,0.271293738489871,0.0048,0.4865,0.317,1.5347,27.13,0.48,73.07,0.48
"0.8",14,"Moderate","CITS",8688,8688,0,-0.3567,-0.371,-0.0143,0.0043,4.01,0.1644,0.00255886761219165,0.462476979742173,0.0053,0.667817679558011,0.0051,0.4052,0.15,2.7013,66.78,0.51,46.25,0.53
"0.8",14,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3684,-0.0117,0.0042,3.28,0.15,0.00232118183321391,0.553867403314917,0.0053,0.6076197053407,0.0052,0.3872,0.1676,2.3103,60.76,0.52,55.39,0.53
"0.8",14,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2657,0.091,0.0043,25.51,0.1723,0.00262815645131703,0.451657458563536,0.0053,0.606123388581952,0.0052,0.405,0.1502,2.6964,60.61,0.52,45.17,0.53
"0.8",14,"Moderate","Trd",8688,8688,0,-0.3567,-0.3444,0.0123,0.0054,3.45,0.2498,0.00370038552762009,0.717886740331492,0.0048,0.386510128913444,0.0052,0.4997,0.3175,1.5739,38.65,0.52,71.79,0.48
"0.8",14,"Large","CITS",8688,8688,0,-0.5108,-0.5242,-0.0134,0.0043,2.62,0.1619,0.00256376753262625,0.473066298342541,0.0054,0.761279926335175,0.0046,0.4022,0.1506,2.6707,76.13,0.46,47.31,0.54
"0.8",14,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5198,-0.009,0.0041,1.76,0.1477,0.00231095759828704,0.563996316758748,0.0053,0.727555248618785,0.0048,0.3842,0.1694,2.268,72.76,0.48,56.4,0.53
"0.8",14,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4185,0.0923,0.0043,18.07,0.1707,0.00263732395850788,0.45591620626151,0.0053,0.689686924493554,0.005,0.4027,0.1507,2.6722,68.97,0.5,45.59,0.53
"0.8",14,"Large","Trd",8688,8688,0,-0.5108,-0.4913,0.0195,0.0054,3.82,0.2514,0.0038102536437229,0.72847605893186,0.0048,0.467081031307551,0.0054,0.501,0.3242,1.5453,46.71,0.54,72.85,0.48
"0.8",16,"Small","CITS",8688,8688,0,-0.0408,-0.0524,-0.0116,0.0043,28.43,0.1642,0.00249635182491075,0.471339779005525,0.0054,0.531652854511971,0.0054,0.4051,0.1556,2.6035,53.17,0.54,47.13,0.54
"0.8",16,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.05,-0.0092,0.0041,22.55,0.1492,0.00222040070981437,0.557780847145488,0.0053,0.441758747697974,0.0053,0.3862,0.1711,2.2572,44.18,0.53,55.78,0.53
"0.8",16,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0526,0.0934,0.0043,228.92,0.1718,0.00256775724803589,0.46213167587477,0.0053,0.531652854511971,0.0054,0.4039,0.1558,2.5924,53.17,0.54,46.21,0.53
"0.8",16,"Small","Trd",8688,8688,0,-0.0408,-0.0284,0.0124,0.0054,30.39,0.257,0.00400067759321108,0.686003683241252,0.005,0.312615101289134,0.005,0.5068,0.3077,1.6471,31.26,0.5,68.6,0.5
"0.8",16,"Moderate","CITS",8688,8688,0,-0.3567,-0.3627,-0.006,0.0043,1.68,0.1636,0.0025500059168726,0.478360957642726,0.0054,0.651588397790055,0.0051,0.4045,0.1554,2.603,65.16,0.51,47.84,0.54
"0.8",16,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.363,-0.0063,0.0041,1.77,0.1485,0.00226591154286914,0.560197974217311,0.0053,0.593922651933702,0.0053,0.3853,0.1719,2.2414,59.39,0.53,56.02,0.53
"0.8",16,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2569,0.0998,0.0043,27.98,0.1732,0.00262744387501014,0.462707182320442,0.0053,0.588743093922652,0.0053,0.404,0.1554,2.5997,58.87,0.53,46.27,0.53
"0.8",16,"Moderate","Trd",8688,8688,0,-0.3567,-0.3369,0.0198,0.0055,5.55,0.2662,0.00413027547497851,0.683701657458563,0.005,0.401127992633518,0.0053,0.5156,0.3103,1.6616,40.11,0.53,68.37,0.5
"0.8",16,"Large","CITS",8688,8688,0,-0.5108,-0.5185,-0.0077,0.0042,1.51,0.1565,0.00240559588902187,0.486187845303867,0.0054,0.751611418047882,0.0046,0.3956,0.1551,2.5506,75.16,0.46,48.62,0.54
"0.8",16,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5154,-0.0046,0.0041,0.9,0.1467,0.00222920902915832,0.563420810313076,0.0053,0.721915285451197,0.0048,0.383,0.1703,2.249,72.19,0.48,56.34,0.53
"0.8",16,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4132,0.0976,0.0043,19.11,0.1667,0.00251935309538791,0.471454880294659,0.0054,0.681399631675875,0.005,0.3965,0.1553,2.5531,68.14,0.5,47.15,0.54
"0.8",16,"Large","Trd",8688,8688,0,-0.5108,-0.4962,0.0146,0.0056,2.86,0.2761,0.00425468991671926,0.680478821362799,0.005,0.501381215469613,0.0054,0.5253,0.3099,1.6951,50.14,0.54,68.05,0.5
"0.8",18,"Small","CITS",8688,8688,0,-0.0408,-0.048,-0.0072,0.0042,17.65,0.1561,0.00246283527547334,0.492173112338858,0.0054,0.514042357274402,0.0054,0.3951,0.1552,2.5457,51.4,0.54,49.22,0.54
"0.8",18,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0476,-0.0068,0.0041,16.67,0.1433,0.00223773150476401,0.574470534069982,0.0053,0.431514732965009,0.0053,0.3785,0.1709,2.2147,43.15,0.53,57.45,0.53
"0.8",18,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0581,0.0989,0.0042,242.4,0.1663,0.00254502214265498,0.476634438305709,0.0054,0.511049723756906,0.0054,0.3956,0.1549,2.5539,51.1,0.54,47.66,0.54
"0.8",18,"Small","Trd",8688,8688,0,-0.0408,-0.0276,0.0132,0.0056,32.35,0.2723,0.00419274466944254,0.700966850828729,0.0049,0.299608655616943,0.0049,0.5217,0.316,1.6509,29.96,0.49,70.1,0.49
"0.8",18,"Moderate","CITS",8688,8688,0,-0.3567,-0.3714,-0.0147,0.0042,4.12,0.1553,0.00236232299456777,0.48779926335175,0.0054,0.654581031307551,0.0051,0.3939,0.1547,2.5462,65.46,0.51,48.78,0.54
"0.8",18,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3692,-0.0125,0.004,3.5,0.1366,0.00206310705415137,0.582412523020258,0.0053,0.595649171270718,0.0053,0.3695,0.1695,2.1799,59.56,0.53,58.24,0.53
"0.8",18,"Moderate","CITS_spill_3pct",8688,8688,0,-0.3567,-0.2661,0.0906,0.0042,25.4,0.1628,0.00239172137299644,0.476979742173112,0.0054,0.585174953959484,0.0053,0.3932,0.1547,2.5417,58.52,0.53,47.7,0.54
"0.8",18,"Moderate","Trd",8688,8688,0,-0.3567,-0.3355,0.0212,0.0056,5.94,0.2777,0.00418443688880371,0.697744014732965,0.0049,0.401358195211786,0.0053,0.5265,0.3194,1.6484,40.14,0.53,69.77,0.49
"0.8",18,"Large","CITS",8688,8688,0,-0.5108,-0.5283,-0.0175,0.0042,3.43,0.1561,0.0024089036723616,0.496546961325967,0.0054,0.757481583793739,0.0046,0.3947,0.1558,2.5334,75.75,0.46,49.65,0.54
"0.8",18,"Large","CITS_0.4_constant",8688,8688,0,-0.5108,-0.5216,-0.0108,0.0041,2.11,0.1438,0.00217446632611993,0.564111418047882,0.0053,0.7152394106814,0.0048,0.3791,0.1708,2.2196,71.52,0.48,56.41,0.53
"0.8",18,"Large","CITS_spill_3pct",8688,8688,0,-0.5108,-0.4228,0.088,0.0042,17.23,0.1634,0.00246823193413916,0.483425414364641,0.0054,0.688190607734807,0.005,0.3946,0.1559,2.5311,68.82,0.5,48.34,0.54
"0.8",18,"Large","Trd",8688,8688,0,-0.5108,-0.4948,0.016,0.0057,3.13,0.2847,0.00429064472777334,0.689341620626151,0.005,0.485036832412523,0.0054,0.5334,0.3203,1.6653,48.5,0.54,68.93,0.5
"0.8",20,"Small","CITS",8688,8688,0,-0.0408,-0.052,-0.0112,0.0042,27.45,0.1518,0.00233988288945176,0.48883517495396,0.0054,0.508402394106814,0.0054,0.3895,0.1538,2.5325,50.84,0.54,48.88,0.54
"0.8",20,"Small","CITS_0.4_constant",8688,8688,0,-0.0408,-0.0405,3e-04,0.0041,0.74,0.1441,0.00220939735829365,0.574930939226519,0.0053,0.429327808471455,0.0053,0.3796,0.1697,2.2369,42.93,0.53,57.49,0.53
"0.8",20,"Small","CITS_spill_3pct",8688,8688,0,-0.0408,0.0532,0.094,0.0042,230.39,0.1609,0.00242677340896182,0.48158379373849,0.0054,0.510589318600368,0.0054,0.39,0.1539,2.5341,51.06,0.54,48.16,0.54
"0.8",20,"Small","Trd",8688,8688,0,-0.0408,-0.0158,0.025,0.0057,61.27,0.2793,0.00428680609179519,0.705686003683241,0.0049,0.293508287292818,0.0049,0.5279,0.3275,1.6119,29.35,0.49,70.57,0.49
"0.8",20,"Moderate","CITS",8688,8688,0,-0.3567,-0.3675,-0.0108,0.0041,3.03,0.1492,0.00224716339368192,0.499424493554328,0.0054,0.650207182320442,0.0051,0.3862,0.1544,2.5013,65.02,0.51,49.94,0.54
"0.8",20,"Moderate","CITS_0.4_constant",8688,8688,0,-0.3567,-0.3684,-0.0117,0.004,3.28,0.1405,0.00212451386475462,0.58091620626151,0.0053,0.60140423572744,0.0053,0.3746,0.1702,2.2009,60.14,0.53,58.09,0.53
